RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,cos(2*pi*(RI-min(RI)+Na-min(Na)))/(max(RI)+max(Na)-min(RI)-min(Na)),cos(2*pi*(RI-min(RI)+Mg-min(Mg)))/(max(RI)+max(Mg)-min(RI)-min(Mg)),cos(2*pi*(RI-min(RI)+Al-min(Al)))/(max(RI)+max(Al)-min(RI)-min(Al)),cos(2*pi*(RI-min(RI)+Si-min(Si)))/(max(RI)+max(Si)-min(RI)-min(Si)),cos(2*pi*(RI-min(RI)+K-min(K)))/(max(RI)+max(K)-min(RI)-min(K)),cos(2*pi*(RI-min(RI)+Ca-min(Ca)))/(max(RI)+max(Ca)-min(RI)-min(Ca)),cos(2*pi*(RI-min(RI)+Ba-min(Ba)))/(max(RI)+max(Ba)-min(RI)-min(Ba)),cos(2*pi*(RI-min(RI)+Fe-min(Fe)))/(max(RI)+max(Fe)-min(RI)-min(Fe)),cos(2*pi*(Na-min(Na)+Mg-min(Mg)))/(max(Na)+max(Mg)-min(Na)-min(Mg)),cos(2*pi*(Na-min(Na)+Al-min(Al)))/(max(Na)+max(Al)-min(Na)-min(Al)),cos(2*pi*(Na-min(Na)+Si-min(Si)))/(max(Na)+max(Si)-min(Na)-min(Si)),cos(2*pi*(Na-min(Na)+K-min(K)))/(max(Na)+max(K)-min(Na)-min(K)),cos(2*pi*(Na-min(Na)+Ca-min(Ca)))/(max(Na)+max(Ca)-min(Na)-min(Ca)),cos(2*pi*(Na-min(Na)+Ba-min(Ba)))/(max(Na)+max(Ba)-min(Na)-min(Ba)),cos(2*pi*(Na-min(Na)+Fe-min(Fe)))/(max(Na)+max(Fe)-min(Na)-min(Fe)),cos(2*pi*(Mg-min(Mg)+Al-min(Al)))/(max(Mg)+max(Al)-min(Mg)-min(Al)),cos(2*pi*(Mg-min(Mg)+Si-min(Si)))/(max(Mg)+max(Si)-min(Mg)-min(Si)),cos(2*pi*(Mg-min(Mg)+K-min(K)))/(max(Mg)+max(K)-min(Mg)-min(K)),cos(2*pi*(Mg-min(Mg)+Ca-min(Ca)))/(max(Mg)+max(Ca)-min(Mg)-min(Ca)),cos(2*pi*(Mg-min(Mg)+Ba-min(Ba)))/(max(Mg)+max(Ba)-min(Mg)-min(Ba)),cos(2*pi*(Mg-min(Mg)+Fe-min(Fe)))/(max(Mg)+max(Fe)-min(Mg)-min(Fe)),cos(2*pi*(Al-min(Al)+Si-min(Si)))/(max(Al)+max(Si)-min(Al)-min(Si)),cos(2*pi*(Al-min(Al)+K-min(K)))/(max(Al)+max(K)-min(Al)-min(K)),cos(2*pi*(Al-min(Al)+Ca-min(Ca)))/(max(Al)+max(Ca)-min(Al)-min(Ca)),cos(2*pi*(Al-min(Al)+Ba-min(Ba)))/(max(Al)+max(Ba)-min(Al)-min(Ba)),cos(2*pi*(Al-min(Al)+Fe-min(Fe)))/(max(Al)+max(Fe)-min(Al)-min(Fe)),cos(2*pi*(Si-min(Si)+K-min(K)))/(max(Si)+max(K)-min(Si)-min(K)),cos(2*pi*(Si-min(Si)+Ca-min(Ca)))/(max(Si)+max(Ca)-min(Si)-min(Ca)),cos(2*pi*(Si-min(Si)+Ba-min(Ba)))/(max(Si)+max(Ba)-min(Si)-min(Ba)),cos(2*pi*(Si-min(Si)+Fe-min(Fe)))/(max(Si)+max(Fe)-min(Si)-min(Fe)),cos(2*pi*(K-min(K)+Ca-min(Ca)))/(max(K)+max(Ca)-min(K)-min(Ca)),cos(2*pi*(K-min(K)+Ba-min(Ba)))/(max(K)+max(Ba)-min(K)-min(Ba)),cos(2*pi*(K-min(K)+Fe-min(Fe)))/(max(K)+max(Fe)-min(K)-min(Fe)),cos(2*pi*(Ca-min(Ca)+Ba-min(Ba)))/(max(Ca)+max(Ba)-min(Ca)-min(Ba)),cos(2*pi*(Ca-min(Ca)+Fe-min(Fe)))/(max(Ca)+max(Fe)-min(Ca)-min(Fe)),cos(2*pi*(Ba-min(Ba)+Fe-min(Fe)))/(max(Ba)+max(Fe)-min(Ba)-min(Fe))
1.51571,12.72,3.46,1.56,73.2,0.67,8.09,0.0,0.24,0.14977504167991076,-0.21612175955682025,-0.047545241556875,-0.14022557367862198,-0.07323410094337328,-0.047429241451863925,0.3150516515059901,0.06414255957979993,-0.08537311636401741,-0.006368206848814808,-0.05950764305480755,-0.041666158240979474,-0.033761358546379815,0.10183946208451755,0.017504641559260098,-0.016277043320040256,0.05825423709538604,0.0639763650400645,0.04780122147025643,-0.1267779006712868,-0.06180339887498966,-0.06082029454926391,0.09870238703696933,0.06476929509420319,-0.01970648326482769,-0.26828675495383647,0.0787278988897758,0.05813303889334681,-0.08805865631723327,-0.11203716954642963,-0.028388548856907107,-0.05146940962625164,0.125644036533038,-0.03852097735291129,0.07178500393744001,0.0171558796528179
1.51763,12.8,3.66,1.27,73.01,0.6,8.56,0.0,0.0,0.13289009251685066,-0.1110214509704118,0.3082158487066842,0.04802771786409786,-0.12585418357453723,0.060680826701048185,0.3149198044683577,1.8753918263093885,-0.011250739099129235,0.09645603613541108,-0.01023128437260144,-0.03746140545114424,0.017749396575240772,0.09232929106796119,0.1263724933611759,-0.0827823363309989,0.06317383446468657,-0.005868272853206562,0.016307533584580786,-0.07013439724855969,-0.10716535899579922,0.048329090983545396,-0.09302618684117445,0.055154849160757725,0.15599287756516944,0.26669750035335427,0.026165706551648068,-0.02944704609423789,0.03531622792856357,0.050575612827320995,-0.007385576521172815,-0.08643343956997303,-0.12038943368674813,0.04921258849235693,0.060740648263414784,0.27322404371584696
1.51589,12.88,3.43,1.4,73.28,0.69,8.05,0.0,0.24,0.0844376360912528,-0.20322386851616991,0.23236669551374922,-0.17561268038523756,-0.054594341032074487,-0.0656844511985253,0.315041238324845,0.062020981495662826,-0.0786630772032194,-0.006368206848814808,-0.059507643054807706,0.04166615824097962,0.007198922088702538,0.05997808696861962,-0.10761358139326693,-0.12579002092579633,0.08018007872893661,0.06812790910480493,0.06236436172427236,-0.11843286027042149,-0.09635073482034302,-0.09946727355776051,0.032804351844474014,-0.008971598680336625,0.12114988093958955,-0.15800678825066475,0.04537060076028838,0.05160928639987873,-0.11226140008327856,-0.040702109192285264,-0.021692666628443144,-0.039329546226995575,0.13464688280744336,-0.05240608392677265,0.05655936022614867,0.0171558796528179
1.51748,12.86,3.56,1.27,73.21,0.54,8.38,0.0,0.17,0.09816305079496265,-0.2026253881210515,0.3081909758441376,-0.14792482852049363,-0.15369205322269558,0.08927118569717127,0.31493175570704984,0.8381112598892938,-0.033045291982466696,0.0781453593078899,-0.0801867143452004,-0.03746140545114473,0.05033352556254243,0.06985174550292796,-0.04315879809705868,-0.12579002092579633,0.09599436681155812,0.07560906489485515,-0.06544437563464074,-0.12169849291731036,-0.02506664671286124,-0.0827433175279674,-0.10532003198667493,0.06476929509420351,0.15599287756516944,0.1580067882506651,0.07872789888977408,-0.035928193905405637,-0.09245908507141892,-0.14808953395516264,-0.05881123915310973,-0.10348110695818709,-0.0370074236852462,0.06837214351510819,0.06468222071174867,0.13162668691303694
1.51763,12.61,3.59,1.31,73.29,0.58,8.5,0.0,0.0,0.113330300632392,-0.18210903523438052,0.3050597180933695,-0.1772066542496765,-0.13733378131584612,0.08223726641409643,0.3149198044683577,1.8753918263093885,-0.0881765934226829,0.08205040510902058,-0.052034611408055924,-0.07531750864141754,0.05462702563441422,0.07438455381851093,0.10181126081304566,-0.10006665490594648,0.08967562462497548,0.04502370785997339,-0.03513618327731146,-0.11051412637460933,-0.1688655851004031,-0.11350737797956882,-0.0858829081077439,0.06043864892641484,0.15599287756516947,0.26669750035335427,0.07872789888977502,-0.05813303889334635,-0.11338453729308352,-0.16237556486325383,-0.03463672671140084,-0.09362250855169485,-0.1304027797684321,0.06504867379338744,0.08028634005909664,0.27322404371584696
1.51761,12.81,3.54,1.23,73.24,0.58,8.39,0.0,0.0,0.1282877915698506,-0.21221819041255477,0.2919928150443216,-0.16386185763263336,-0.1373442043247909,0.09068874609599058,0.3149214141293793,1.8754014120676679,-0.06543704016350207,0.10062015226313165,-0.0814715696676144,-0.041666158240979474,0.055633725509973,0.08941904898406773,0.12238920112344462,-0.1288460651057763,0.09735255210393337,0.06812790910480493,-0.06557377049180328,-0.12677790067128686,-0.19371663222572633,-0.0777011470974626,-0.10532003198667493,0.05791102321939505,0.1461912713660772,0.24993991556135783,0.08450692027335102,-0.04709738647773618,-0.10340880599611417,-0.14808953395515534,-0.057076202777173235,-0.09362250855169485,-0.1304027797684321,0.06963214673821942,0.0859434925579975,0.27322404371584696
1.51784,12.68,3.67,1.16,73.11,0.61,8.7,0.0,0.0,0.14434793027064713,-0.09849889784219097,0.22104048155371728,-0.06201726837824986,-0.119215938605358,-0.015479616526750064,0.31490260278680493,1.8752893878710142,-0.0654370401635025,0.0431824839315485,-4.003899594249226e-17,-0.07229988226191708,0.010762855518996759,0.09704658329542368,0.13282912238759104,-0.12579002092579633,0.09735255210393337,-0.017512272391189188,0.060968949894311404,-0.06305676362587893,-0.09635073482034302,0.05468259637930835,-0.10532003198667492,0.04562805939503915,0.107633192756083,0.18401803922814194,0.07149262705351446,-0.0553072770456009,-0.035316227928563405,-0.05057561282732076,0.042956312753176566,-0.08231979089484928,-0.11465970874639722,-0.009010297164938964,-0.011120961274560866,0.27322404371584696
1.52196,14.36,3.85,0.89,71.36,0.15,9.15,0.0,0.0,-0.09493709019635604,0.14211575844388474,-0.23733727163555474,-0.16502351626638553,0.08527860254444702,-0.011155043817184811,0.3144542765889755,1.872619542167442,-0.08905877031548264,0.01271128129455511,0.034757493188989276,0.014570864275716753,-0.03376135854637968,-0.06985174550292785,-0.09560713769953809,-0.1235138332850849,-0.08018007872893103,0.09345794392523366,-0.05933292147318153,0.07693524244665886,0.11755705045849477,0.06671796280278292,7.478571123439725e-17,-0.030478116790628073,-0.1272039299331678,-0.21747768665993206,-0.026165706551648182,-0.007660955596839242,-0.10869217329087534,-0.15565573098120447,0.04033866269467833,0.0627975696893668,0.08746804349590376,-0.013470978762453109,-0.016626558525796156,0.27322404371584696
1.51911,13.9,3.73,1.18,72.12,0.06,8.89,0.0,0.0,0.06554116845418467,-0.016747418777850923,0.24790325652985842,-0.07365517294470979,0.14603597205143623,-0.09086755260198806,0.31478689125546405,1.874600309391327,0.07262271044658428,0.09429781804140493,-0.08098895520934547,0.009745974616197986,-0.03931919046115382,0.0491585381736444,0.06728403269577025,-0.09467125031446919,0.0959943668115582,0.023242045529425628,0.024139314930142253,-0.016404873503181438,-0.02506664671286124,0.035075708782625614,0.10096141361944304,-0.042074821209196804,0.12114988093958944,0.20712721579994325,-0.057963345125207455,0.0076609555968411725,-0.04207137744967889,-0.06024951762433557,-0.05846285806213768,0.09933509464618072,0.13835959611432314,-0.06963214673821942,-0.0859434925579975,0.27322404371584696
1.51735,13.02,3.54,1.69,72.73,0.54,8.44,0.0,0.07,-0.04289419868706399,-0.21232208672366687,-0.2571455631802272,0.15906796517403313,-0.15372961447778177,0.0922604479718895,0.3149418871669075,1.6659000387320404,0.043245392648268405,-0.03733514733110396,0.020301215278759596,0.0374614054511439,-0.017749396575240828,-0.02537651909845403,-0.08902569689227442,0.12075019297250023,-0.09599436681156032,0.08189782056484708,-0.06236436172427229,-0.12677790067128686,-0.154102648555158,-0.048329090983554306,0.09870238703696933,-0.060438648926414755,-0.1272039299331678,-0.2640557125614754,-0.08201381550623496,0.05530727704560036,0.10014933486215634,0.16334316340888255,-0.056043401078087925,-0.10348110695818709,-0.11465970874639718,0.07174886617025678,0.07775569476875467,0.24722050613825666
1.5175,12.82,3.55,1.49,72.75,0.54,8.52,0.0,0.19,0.1232294662367061,-0.20784830614044844,0.08377794587463978,0.1678387138582528,-0.15368626546616052,0.07625891631981434,0.3149301783712367,0.6207909398278553,-0.057219388666848475,-0.025222098089741823,0.0801867143451991,-0.053230723633646185,0.02445601904451885,0.08615591076551186,-0.02617057466281048,-3.8178848033639427e-16,-0.09891246069655801,0.07890915191607621,-0.04179829440974994,-0.12448383721140764,-0.01255810390586314,0.07235232573764923,-0.006665660247273188,-0.01780170989011075,0.04858757773191002,-0.20712721579994306,-0.08400632525948154,0.06004200799075132,0.10626016981579947,0.11203716954643216,-0.04033866269467841,-0.10348110695818709,-0.018650778804212,0.06069934762775092,-0.016626558525796007,0.1005804788755951
1.51966,14.77,3.75,0.29,72.02,0.03,9.0,0.0,0.0,0.14295507968509813,0.011842906571908314,0.3088891991035325,0.03495941313752054,0.15576819693833066,-0.08168379248885711,0.3147305596599568,1.8742648467996506,0.022324047321799812,0.09823358632136234,-2.0044762487025248e-17,0.07035980190248997,-0.04425693525420982,0.09883501644169723,0.13527697781126155,-3.4997947256633316e-16,0.09599436681155814,0.017512272391188875,-0.027919953545250727,-3.527280024555975e-16,-5.38968387752153e-16,0.02822813702212189,0.1042767782089903,-0.06476929509420325,0.15723270440251572,0.2688172043010753,0.005316724769632042,0.011453625585922318,0.028421701390273543,0.04070210919229027,-0.047673364429873306,0.10494521909494538,0.1461736980251025,-0.06504867379338745,-0.08028634005909664,0.27322404371584696
1.51736,12.78,3.62,1.29,72.79,0.59,8.7,0.0,0.0,0.14061280230956646,-0.155494065566579,0.3090958468408416,0.17718080004894327,-0.13200905329833382,-0.015203771631563062,0.31494111528380025,1.8755187352192948,-0.04324539264826947,0.0964560361354113,0.0801867143451991,-0.049566406667861336,-0.02445601904451816,0.09704658329542411,0.13282912238759162,-0.09467125031446919,-0.0801800787289312,0.02324204552942581,0.050525458542674644,-0.09541474180908542,-0.14579372548428254,0.11261233840118981,-0.08963141459681696,-0.008971598680336486,0.15723270440251572,0.2688172043010753,-0.07661533043742687,-1.317960294209601e-15,0.11338453729308354,0.16237556486325386,0.03756181436350544,-0.0902059749467965,-0.125644036533038,-0.009010297164938964,-0.011120961274560866,0.27322404371584696
1.51751,12.81,3.57,1.35,73.02,0.62,8.59,0.0,0.0,0.1283364397821725,-0.1965738707659194,0.28283009643118817,0.03731179968502211,-0.11247608897913082,0.04652490046178683,0.31492938783838687,1.8754488966287721,-0.052763487638462565,0.06464746346335586,-0.020301215278759676,-0.02402931527021369,0.003606577801798741,0.08941904898406773,0.12238920112344462,-0.08890222154918055,0.01857099252583153,0.03440416380230672,-0.008218572692740978,-0.11843286027042157,-0.1809654104932042,-0.014226246715582265,-0.045199500166143554,0.013413122017589324,0.14619127136607724,0.24993991556135792,0.04079201304840642,-0.04184273263622617,0.02842170139027357,0.0407021091922903,0.01104191600387277,-0.07788126361339867,-0.10847747431866243,0.038520977352911295,0.04754452484285678,0.27322404371584696
1.5172,13.38,3.5,1.15,72.85,0.5,8.43,0.0,0.0,-0.0834157052404347,-0.2214328158269906,0.20609078838840744,0.17045521970904007,-0.1603261438086579,0.09267346478438088,0.3149533162109338,1.8755913934602024,0.052763487638462316,-0.10121974933349609,-0.030050983892627964,0.04570647373969458,-0.03376135854637983,-0.059978086968619636,-0.08209291233135087,-0.0827823363309987,-0.0959943668115604,0.09345794392523366,-0.06557377049180328,-0.13089005235602094,-0.2,0.09182939777240824,-0.0676670902068672,0.04562805939503846,0.10022389775922787,0.17135053487867993,-0.08201381550623582,0.059204349702239895,0.11069521841470217,0.1585242489572249,-0.058927519151443716,-0.10683760683760685,-0.1488095238095238,0.07189072609633357,0.08873114463176572,0.27322404371584696
1.51764,12.98,3.54,1.21,73.0,0.65,8.53,0.0,0.0,-0.006109383561005377,-0.212206165926922,0.27691882849599864,0.058674664392697834,-0.08893555928288994,0.07274399242726541,0.314918997772965,1.875387022324614,0.022324047321799857,0.04885939899611714,-0.07590012129699969,0.06290956410380615,-0.0337613585463797,5.623378159350093e-17,7.696802508607666e-17,-0.12579002092579625,-0.012421529590116836,0.034404163802306105,-0.04179829440974994,-0.12677790067128686,-0.19371663222572633,0.08745893788601514,-0.09605382722569213,0.07101751620003424,0.13778406918928665,0.23556631183974816,0.04537060076028647,-0.015201093347484106,0.04207137744967904,0.06024951762433578,-1.588003499564387e-16,-0.0627975696893668,-0.08746804349590376,0.05816081914988857,0.07178500393744008,0.27322404371584696
