STG,SCG,STR,LPR,PEG,STG*SCG,STG*STR,STG*LPR,STG*PEG,SCG*STR,SCG*LPR,SCG*PEG,STR*LPR,STR*PEG,LPR*PEG
0.2,0.49,0.6,0.2,0.78,0.098,0.12,0.04000000000000001,0.15600000000000003,0.294,0.098,0.3822,0.12,0.46799999999999997,0.15600000000000003
0.14,0.49,0.55,0.29,0.6,0.06860000000000001,0.07700000000000001,0.040600000000000004,0.084,0.2695,0.14209999999999998,0.294,0.1595,0.33,0.174
0.18,0.33,0.61,0.64,0.25,0.0594,0.1098,0.1152,0.045,0.2013,0.21120000000000003,0.0825,0.3904,0.1525,0.16
0.115,0.35,0.65,0.27,0.04,0.04025,0.07475000000000001,0.031050000000000005,0.0046,0.22749999999999998,0.0945,0.013999999999999999,0.17550000000000002,0.026000000000000002,0.0108
0.17,0.36,0.8,0.14,0.66,0.061200000000000004,0.136,0.023800000000000005,0.11220000000000001,0.288,0.0504,0.2376,0.11200000000000002,0.528,0.09240000000000001
0.1,0.39,0.75,0.31,0.62,0.03900000000000001,0.07500000000000001,0.031,0.062,0.2925,0.12090000000000001,0.24180000000000001,0.23249999999999998,0.46499999999999997,0.1922
0.13,0.39,0.85,0.38,0.77,0.0507,0.1105,0.0494,0.10010000000000001,0.3315,0.1482,0.3003,0.323,0.6545,0.2926
0.18,0.34,0.71,0.71,0.9,0.061200000000000004,0.1278,0.1278,0.162,0.2414,0.2414,0.30600000000000005,0.5041,0.639,0.639
0.09,0.51,0.02,0.18,0.67,0.045899999999999996,0.0018,0.0162,0.0603,0.0102,0.09179999999999999,0.3417,0.0036,0.0134,0.1206
0.06,0.5,0.09,0.28,0.25,0.03,0.005399999999999999,0.016800000000000002,0.015,0.045,0.14,0.125,0.0252,0.0225,0.07
0.23,0.7,0.19,0.51,0.45,0.161,0.0437,0.1173,0.10350000000000001,0.13299999999999998,0.357,0.315,0.0969,0.0855,0.2295
0.09,0.55,0.12,0.78,0.05,0.0495,0.010799999999999999,0.0702,0.0045,0.066,0.42900000000000005,0.027500000000000004,0.0936,0.006,0.03900000000000001
0.24,0.75,0.32,0.18,0.86,0.18,0.0768,0.043199999999999995,0.2064,0.24,0.135,0.645,0.0576,0.2752,0.1548
0.18,0.72,0.37,0.29,0.55,0.1296,0.06659999999999999,0.052199999999999996,0.099,0.26639999999999997,0.20879999999999999,0.396,0.10729999999999999,0.20350000000000001,0.1595
0.1,0.6,0.33,0.42,0.26,0.06,0.033,0.042,0.026000000000000002,0.198,0.252,0.156,0.1386,0.0858,0.1092
0.2,0.52,0.36,0.84,0.25,0.10400000000000001,0.072,0.168,0.05,0.1872,0.4368,0.13,0.3024,0.09,0.21
0.09,0.6,0.66,0.19,0.59,0.054,0.0594,0.0171,0.053099999999999994,0.396,0.11399999999999999,0.354,0.1254,0.3894,0.11209999999999999
0.18,0.51,0.58,0.33,0.82,0.09179999999999999,0.10439999999999999,0.0594,0.14759999999999998,0.2958,0.1683,0.41819999999999996,0.1914,0.4755999999999999,0.2706
0.08,0.58,0.6,0.64,0.1,0.0464,0.048,0.0512,0.008,0.348,0.3712,0.057999999999999996,0.384,0.06,0.064
0.09,0.61,0.53,0.75,0.01,0.0549,0.0477,0.0675,0.0009,0.32330000000000003,0.4575,0.0061,0.3975,0.0053,0.0075
0.06,0.77,0.72,0.19,0.56,0.0462,0.043199999999999995,0.0114,0.033600000000000005,0.5544,0.1463,0.4312,0.1368,0.4032,0.10640000000000001
0.15,0.79,0.78,0.3,0.51,0.1185,0.11699999999999999,0.045,0.0765,0.6162000000000001,0.237,0.40290000000000004,0.23399999999999999,0.39780000000000004,0.153
0.2,0.68,0.73,0.48,0.28,0.136,0.146,0.096,0.05600000000000001,0.4964,0.3264,0.19040000000000004,0.3504,0.20440000000000003,0.13440000000000002
0.24,0.58,0.76,0.8,0.28,0.1392,0.1824,0.192,0.06720000000000001,0.44079999999999997,0.46399999999999997,0.16240000000000002,0.6080000000000001,0.21280000000000002,0.22400000000000003
0.25,0.1,0.03,0.09,0.15,0.025,0.0075,0.0225,0.0375,0.003,0.009,0.015,0.0026999999999999997,0.0045,0.0135
0.32,0.2,0.06,0.26,0.24,0.064,0.0192,0.08320000000000001,0.0768,0.012,0.052000000000000005,0.048,0.0156,0.0144,0.0624
0.29,0.06,0.19,0.55,0.51,0.0174,0.055099999999999996,0.1595,0.1479,0.0114,0.033,0.0306,0.10450000000000001,0.0969,0.2805
0.28,0.1,0.12,0.28,0.32,0.028000000000000004,0.033600000000000005,0.07840000000000001,0.08960000000000001,0.012,0.028000000000000004,0.032,0.033600000000000005,0.0384,0.08960000000000001
0.3,0.08,0.4,0.02,0.67,0.024,0.12,0.006,0.201,0.032,0.0016,0.0536,0.008,0.268,0.0134
0.27,0.12,0.37,0.29,0.58,0.0324,0.0999,0.0783,0.1566,0.044399999999999995,0.0348,0.0696,0.10729999999999999,0.21459999999999999,0.1682
0.31,0.1,0.41,0.42,0.75,0.031,0.1271,0.13019999999999998,0.23249999999999998,0.041,0.042,0.07500000000000001,0.1722,0.3075,0.315
0.29,0.15,0.33,0.66,0.08,0.0435,0.0957,0.1914,0.0232,0.0495,0.099,0.012,0.21780000000000002,0.026400000000000003,0.05280000000000001
0.3,0.2,0.52,0.3,0.53,0.06,0.156,0.09,0.159,0.10400000000000001,0.06,0.10600000000000001,0.156,0.2756,0.159
0.28,0.16,0.69,0.33,0.78,0.044800000000000006,0.1932,0.09240000000000001,0.21840000000000004,0.1104,0.05280000000000001,0.12480000000000001,0.22769999999999999,0.5382,0.2574
0.255,0.18,0.5,0.4,0.1,0.045899999999999996,0.1275,0.10200000000000001,0.025500000000000002,0.09,0.072,0.018,0.2,0.05,0.04000000000000001
0.265,0.06,0.57,0.75,0.1,0.0159,0.15105,0.19875,0.026500000000000003,0.034199999999999994,0.045,0.006,0.4275,0.056999999999999995,0.07500000000000001
0.275,0.1,0.72,0.1,0.3,0.027500000000000004,0.198,0.027500000000000004,0.0825,0.072,0.010000000000000002,0.03,0.072,0.216,0.03
0.245,0.1,0.71,0.26,0.2,0.0245,0.17395,0.0637,0.049,0.071,0.026000000000000002,0.020000000000000004,0.1846,0.142,0.052000000000000005
0.295,0.2,0.86,0.44,0.28,0.059,0.2537,0.1298,0.0826,0.17200000000000001,0.08800000000000001,0.05600000000000001,0.3784,0.24080000000000001,0.12320000000000002
0.32,0.12,0.79,0.76,0.24,0.0384,0.2528,0.2432,0.0768,0.0948,0.0912,0.0288,0.6004,0.1896,0.1824
0.295,0.25,0.26,0.12,0.67,0.07375,0.0767,0.035399999999999994,0.19765,0.065,0.03,0.1675,0.0312,0.17420000000000002,0.0804
0.315,0.32,0.29,0.29,0.62,0.1008,0.09135,0.09135,0.1953,0.0928,0.0928,0.1984,0.0841,0.1798,0.1798
0.25,0.29,0.15,0.48,0.26,0.0725,0.0375,0.12,0.065,0.0435,0.1392,0.0754,0.072,0.039,0.1248
0.27,0.1,0.1,0.7,0.25,0.027000000000000003,0.027000000000000003,0.189,0.0675,0.010000000000000002,0.06999999999999999,0.025,0.06999999999999999,0.025,0.175
0.248,0.3,0.31,0.2,0.03,0.0744,0.07688,0.049600000000000005,0.0074399999999999996,0.093,0.06,0.009,0.062,0.0093,0.006
0.325,0.25,0.38,0.31,0.79,0.08125,0.12350000000000001,0.10075,0.25675000000000003,0.095,0.0775,0.1975,0.1178,0.3002,0.2449
0.27,0.31,0.32,0.41,0.28,0.08370000000000001,0.0864,0.1107,0.07560000000000001,0.0992,0.1271,0.0868,0.13119999999999998,0.08960000000000001,0.1148
0.29,0.29,0.4,0.78,0.18,0.0841,0.11599999999999999,0.22619999999999998,0.052199999999999996,0.11599999999999999,0.22619999999999998,0.052199999999999996,0.31200000000000006,0.072,0.1404
0.29,0.3,0.52,0.09,0.67,0.087,0.1508,0.026099999999999998,0.1943,0.156,0.027,0.201,0.0468,0.34840000000000004,0.0603
0.258,0.28,0.64,0.29,0.56,0.07224000000000001,0.16512000000000002,0.07482,0.14448000000000003,0.17920000000000003,0.08120000000000001,0.15680000000000002,0.1856,0.35840000000000005,0.16240000000000002
0.32,0.255,0.55,0.78,0.34,0.0816,0.17600000000000002,0.24960000000000002,0.10880000000000001,0.14025,0.19890000000000002,0.08670000000000001,0.42900000000000005,0.18700000000000003,0.26520000000000005
0.251,0.265,0.57,0.6,0.09,0.066515,0.14306999999999997,0.15059999999999998,0.02259,0.15105,0.159,0.02385,0.34199999999999997,0.05129999999999999,0.054
0.288,0.31,0.79,0.23,0.24,0.08928,0.22752,0.06624,0.06911999999999999,0.2449,0.0713,0.0744,0.18170000000000003,0.1896,0.0552
0.323,0.32,0.89,0.32,0.8,0.10336000000000001,0.28747,0.10336000000000001,0.2584,0.2848,0.1024,0.256,0.2848,0.7120000000000001,0.256
0.255,0.305,0.86,0.62,0.15,0.077775,0.2193,0.1581,0.03825,0.2623,0.1891,0.04575,0.5332,0.129,0.093
0.295,0.25,0.73,0.77,0.19,0.07375,0.21534999999999999,0.22715,0.056049999999999996,0.1825,0.1925,0.0475,0.5621,0.1387,0.1463
0.258,0.25,0.295,0.33,0.77,0.0645,0.07611,0.08514000000000001,0.19866,0.07375,0.0825,0.1925,0.09735,0.22715,0.2541
0.29,0.25,0.29,0.29,0.57,0.0725,0.0841,0.0841,0.16529999999999997,0.0725,0.0725,0.1425,0.0841,0.16529999999999997,0.16529999999999997
0.243,0.27,0.08,0.42,0.29,0.06561,0.01944,0.10206,0.07046999999999999,0.0216,0.1134,0.0783,0.0336,0.0232,0.12179999999999999
0.27,0.28,0.18,0.48,0.26,0.07560000000000001,0.048600000000000004,0.1296,0.07020000000000001,0.0504,0.13440000000000002,0.0728,0.08639999999999999,0.0468,0.1248
0.299,0.32,0.31,0.33,0.87,0.09568,0.09269,0.09867,0.26013,0.0992,0.10560000000000001,0.2784,0.1023,0.2697,0.2871
0.3,0.27,0.31,0.31,0.54,0.081,0.093,0.093,0.162,0.08370000000000001,0.08370000000000001,0.1458,0.0961,0.16740000000000002,0.16740000000000002
0.245,0.26,0.38,0.49,0.27,0.0637,0.0931,0.12004999999999999,0.06615,0.0988,0.1274,0.07020000000000001,0.1862,0.10260000000000001,0.1323
0.295,0.29,0.31,0.76,0.1,0.08554999999999999,0.09144999999999999,0.22419999999999998,0.0295,0.0899,0.22039999999999998,0.028999999999999998,0.2356,0.031,0.07600000000000001
0.29,0.3,0.56,0.25,0.67,0.087,0.16240000000000002,0.0725,0.1943,0.168,0.075,0.201,0.14,0.37520000000000003,0.1675
0.26,0.28,0.6,0.29,0.59,0.0728,0.156,0.0754,0.1534,0.168,0.08120000000000001,0.1652,0.174,0.354,0.17109999999999997
0.305,0.255,0.63,0.4,0.54,0.077775,0.19215,0.122,0.1647,0.16065000000000002,0.10200000000000001,0.13770000000000002,0.252,0.3402,0.21600000000000003
0.32,0.27,0.52,0.81,0.3,0.0864,0.16640000000000002,0.25920000000000004,0.096,0.14040000000000002,0.21870000000000003,0.081,0.4212,0.156,0.243
0.299,0.295,0.8,0.37,0.84,0.08820499999999999,0.2392,0.11062999999999999,0.25116,0.236,0.10915,0.24779999999999996,0.296,0.672,0.31079999999999997
0.276,0.255,0.81,0.27,0.33,0.07038000000000001,0.22356000000000004,0.07452000000000002,0.09108000000000001,0.20655,0.06885000000000001,0.08415,0.21870000000000003,0.26730000000000004,0.08910000000000001
0.258,0.31,0.88,0.4,0.3,0.07998,0.22704000000000002,0.10320000000000001,0.0774,0.2728,0.124,0.093,0.35200000000000004,0.264,0.12
0.32,0.28,0.72,0.89,0.58,0.08960000000000001,0.2304,0.2848,0.1856,0.2016,0.24920000000000003,0.16240000000000002,0.6408,0.41759999999999997,0.5162
0.329,0.55,0.02,0.4,0.79,0.18095000000000003,0.006580000000000001,0.13160000000000002,0.25991000000000003,0.011000000000000001,0.22000000000000003,0.43450000000000005,0.008,0.0158,0.31600000000000006
0.295,0.59,0.29,0.31,0.55,0.17404999999999998,0.08554999999999999,0.09144999999999999,0.16225,0.17109999999999997,0.18289999999999998,0.3245,0.0899,0.1595,0.1705
0.285,0.64,0.18,0.61,0.45,0.18239999999999998,0.05129999999999999,0.17384999999999998,0.12825,0.1152,0.3904,0.28800000000000003,0.1098,0.081,0.2745
0.265,0.6,0.28,0.66,0.07,0.159,0.07420000000000002,0.17490000000000003,0.018550000000000004,0.168,0.396,0.042,0.18480000000000002,0.019600000000000003,0.046200000000000005
0.315,0.69,0.28,0.8,0.7,0.21735,0.08820000000000001,0.252,0.22049999999999997,0.1932,0.5519999999999999,0.48299999999999993,0.22400000000000003,0.196,0.5599999999999999
0.28,0.78,0.44,0.17,0.66,0.21840000000000004,0.12320000000000002,0.04760000000000001,0.18480000000000002,0.3432,0.13260000000000002,0.5148,0.0748,0.2904,0.11220000000000001
0.325,0.61,0.46,0.32,0.81,0.19825,0.14950000000000002,0.10400000000000001,0.26325000000000004,0.2806,0.1952,0.49410000000000004,0.1472,0.37260000000000004,0.25920000000000004
0.28,0.65,0.4,0.65,0.13,0.18200000000000002,0.11200000000000002,0.18200000000000002,0.0364,0.26,0.42250000000000004,0.0845,0.26,0.052000000000000005,0.0845
0.255,0.75,0.35,0.72,0.25,0.19125,0.08925,0.18359999999999999,0.06375,0.26249999999999996,0.54,0.1875,0.252,0.0875,0.18
0.305,0.55,0.5,0.11,0.333,0.16775,0.1525,0.033549999999999996,0.101565,0.275,0.060500000000000005,0.18315000000000003,0.055,0.1665,0.03663
0.3,0.85,0.54,0.25,0.83,0.255,0.162,0.075,0.24899999999999997,0.459,0.2125,0.7054999999999999,0.135,0.4482,0.2075
0.325,0.9,0.52,0.49,0.76,0.29250000000000004,0.169,0.15925,0.24700000000000003,0.468,0.441,0.684,0.2548,0.3952,0.3724
0.312,0.8,0.67,0.92,0.5,0.24960000000000002,0.20904,0.28704,0.156,0.536,0.7360000000000001,0.4,0.6164000000000001,0.335,0.46
0.299,0.7,0.95,0.22,0.66,0.20929999999999999,0.28404999999999997,0.06577999999999999,0.19734,0.6649999999999999,0.154,0.46199999999999997,0.209,0.627,0.1452
0.265,0.76,0.8,0.28,0.28,0.20140000000000002,0.21200000000000002,0.07420000000000002,0.07420000000000002,0.6080000000000001,0.21280000000000002,0.21280000000000002,0.22400000000000003,0.22400000000000003,0.07840000000000001
0.255,0.72,0.72,0.63,0.14,0.18359999999999999,0.18359999999999999,0.16065000000000002,0.0357,0.5184,0.4536,0.1008,0.4536,0.1008,0.08820000000000001
0.295,0.6,0.72,0.88,0.28,0.177,0.21239999999999998,0.2596,0.0826,0.432,0.528,0.168,0.6335999999999999,0.2016,0.24640000000000004
0.39,0.05,0.02,0.06,0.34,0.019500000000000003,0.0078000000000000005,0.0234,0.13260000000000002,0.001,0.003,0.017,0.0012,0.0068000000000000005,0.0204
0.4,0.18,0.26,0.26,0.67,0.072,0.10400000000000001,0.10400000000000001,0.268,0.0468,0.0468,0.1206,0.06760000000000001,0.17420000000000002,0.17420000000000002
0.45,0.04,0.18,0.55,0.07,0.018000000000000002,0.081,0.24750000000000003,0.03150000000000001,0.0072,0.022000000000000002,0.0028000000000000004,0.099,0.0126,0.038500000000000006
0.48,0.12,0.28,0.7,0.71,0.0576,0.13440000000000002,0.33599999999999997,0.3408,0.033600000000000005,0.08399999999999999,0.0852,0.196,0.1988,0.49699999999999994
0.4,0.12,0.41,0.1,0.65,0.048,0.164,0.04000000000000001,0.26,0.049199999999999994,0.012,0.078,0.041,0.2665,0.065
0.41,0.18,0.33,0.31,0.5,0.07379999999999999,0.1353,0.1271,0.205,0.0594,0.055799999999999995,0.09,0.1023,0.165,0.155
0.38,0.1,0.4,0.48,0.26,0.038000000000000006,0.15200000000000002,0.1824,0.0988,0.04000000000000001,0.048,0.026000000000000002,0.192,0.10400000000000001,0.1248
0.37,0.06,0.32,0.78,0.1,0.022199999999999998,0.1184,0.2886,0.037,0.0192,0.0468,0.006,0.24960000000000002,0.032,0.07800000000000001
0.41,0.09,0.58,0.18,0.58,0.036899999999999995,0.23779999999999996,0.07379999999999999,0.23779999999999996,0.052199999999999996,0.0162,0.052199999999999996,0.10439999999999999,0.3364,0.10439999999999999
0.38,0.01,0.53,0.27,0.3,0.0038,0.20140000000000002,0.10260000000000001,0.11399999999999999,0.0053,0.0027,0.003,0.1431,0.159,0.081
0.33,0.04,0.5,0.55,0.1,0.013200000000000002,0.165,0.18150000000000002,0.033,0.02,0.022000000000000002,0.004,0.275,0.05,0.05500000000000001
0.42,0.15,0.66,0.78,0.4,0.063,0.2772,0.3276,0.168,0.099,0.11699999999999999,0.06,0.5148,0.264,0.31200000000000006
0.44,0.08,0.8,0.22,0.56,0.0352,0.35200000000000004,0.0968,0.24640000000000004,0.064,0.0176,0.044800000000000006,0.17600000000000002,0.44800000000000006,0.12320000000000002
0.39,0.15,0.81,0.22,0.29,0.058499999999999996,0.3159,0.0858,0.11309999999999999,0.1215,0.033,0.0435,0.17820000000000003,0.2349,0.0638
0.42,0.21,0.87,0.56,0.48,0.08819999999999999,0.3654,0.23520000000000002,0.20159999999999997,0.1827,0.11760000000000001,0.10079999999999999,0.4872,0.41759999999999997,0.26880000000000004
0.46,0.2,0.76,0.95,0.65,0.09200000000000001,0.3496,0.437,0.29900000000000004,0.15200000000000002,0.19,0.13,0.722,0.49400000000000005,0.6174999999999999
0.365,0.243,0.19,0.24,0.35,0.088695,0.06935,0.0876,0.12775,0.04617,0.05832,0.08504999999999999,0.0456,0.06649999999999999,0.08399999999999999
0.33,0.27,0.2,0.33,0.1,0.08910000000000001,0.066,0.10890000000000001,0.033,0.054000000000000006,0.08910000000000001,0.027000000000000003,0.066,0.020000000000000004,0.033
0.345,0.299,0.1,0.64,0.13,0.10315499999999998,0.034499999999999996,0.2208,0.04485,0.0299,0.19136,0.03887,0.064,0.013000000000000001,0.08320000000000001
0.48,0.3,0.15,0.65,0.77,0.144,0.072,0.312,0.3696,0.045,0.195,0.23099999999999998,0.0975,0.11549999999999999,0.5005000000000001
0.49,0.245,0.38,0.14,0.86,0.12004999999999999,0.1862,0.06860000000000001,0.4214,0.0931,0.034300000000000004,0.2107,0.053200000000000004,0.3268,0.12040000000000001
0.334,0.295,0.33,0.32,0.3,0.09853,0.11022000000000001,0.10688,0.1002,0.09735,0.0944,0.0885,0.10560000000000001,0.099,0.096
0.36,0.29,0.37,0.48,0.13,0.10439999999999999,0.13319999999999999,0.17279999999999998,0.0468,0.10729999999999999,0.1392,0.0377,0.17759999999999998,0.048100000000000004,0.0624
0.39,0.26,0.39,0.77,0.14,0.1014,0.1521,0.3003,0.05460000000000001,0.1014,0.20020000000000002,0.0364,0.3003,0.05460000000000001,0.1078
0.43,0.305,0.51,0.09,0.64,0.13115,0.2193,0.0387,0.2752,0.15555,0.02745,0.1952,0.045899999999999996,0.3264,0.0576
0.44,0.32,0.55,0.33,0.52,0.1408,0.24200000000000002,0.1452,0.2288,0.17600000000000002,0.10560000000000001,0.16640000000000002,0.18150000000000002,0.28600000000000003,0.1716
0.45,0.299,0.63,0.36,0.51,0.13455,0.28350000000000003,0.162,0.2295,0.18836999999999998,0.10763999999999999,0.15249,0.2268,0.32130000000000003,0.18359999999999999
0.495,0.276,0.58,0.77,0.83,0.13662000000000002,0.28709999999999997,0.38115,0.41085,0.16008,0.21252000000000001,0.22908,0.4466,0.48139999999999994,0.6391
0.465,0.258,0.73,0.18,0.59,0.11997000000000001,0.33945000000000003,0.0837,0.27435,0.18834,0.04644,0.15222,0.1314,0.43069999999999997,0.10619999999999999
0.475,0.32,0.79,0.31,0.54,0.152,0.37525,0.14725,0.2565,0.2528,0.0992,0.1728,0.2449,0.42660000000000003,0.16740000000000002
0.348,0.329,0.83,0.61,0.18,0.114492,0.28884,0.21227999999999997,0.06263999999999999,0.27307,0.20069,0.05922,0.5063,0.14939999999999998,0.1098
0.385,0.26,0.76,0.84,0.3,0.10010000000000001,0.2926,0.3234,0.11549999999999999,0.1976,0.2184,0.078,0.6384,0.22799999999999998,0.252
0.445,0.39,0.02,0.24,0.88,0.17355,0.0089,0.10679999999999999,0.3916,0.0078000000000000005,0.0936,0.3432,0.0048,0.0176,0.2112
0.43,0.45,0.27,0.27,0.89,0.1935,0.11610000000000001,0.11610000000000001,0.3827,0.12150000000000001,0.12150000000000001,0.4005,0.0729,0.2403,0.2403
0.33,0.34,0.1,0.49,0.12,0.11220000000000001,0.033,0.1617,0.0396,0.034,0.1666,0.0408,0.049,0.012,0.0588
0.4,0.33,0.12,0.3,0.9,0.132,0.048,0.12,0.36000000000000004,0.0396,0.099,0.29700000000000004,0.036,0.108,0.27
0.34,0.4,0.38,0.2,0.61,0.136,0.1292,0.068,0.2074,0.15200000000000002,0.08000000000000002,0.244,0.07600000000000001,0.2318,0.122
0.38,0.36,0.46,0.49,0.78,0.1368,0.1748,0.1862,0.2964,0.1656,0.1764,0.2808,0.22540000000000002,0.3588,0.3822
0.35,0.38,0.32,0.6,0.16,0.13299999999999998,0.11199999999999999,0.21,0.055999999999999994,0.1216,0.22799999999999998,0.0608,0.192,0.0512,0.096
