RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,cos(2*pi*(RI-min(RI)+Na-min(Na)))/(max(RI)+max(Na)-min(RI)-min(Na)),cos(2*pi*(RI-min(RI)+Mg-min(Mg)))/(max(RI)+max(Mg)-min(RI)-min(Mg)),cos(2*pi*(RI-min(RI)+Al-min(Al)))/(max(RI)+max(Al)-min(RI)-min(Al)),cos(2*pi*(RI-min(RI)+Si-min(Si)))/(max(RI)+max(Si)-min(RI)-min(Si)),cos(2*pi*(RI-min(RI)+K-min(K)))/(max(RI)+max(K)-min(RI)-min(K)),cos(2*pi*(RI-min(RI)+Ca-min(Ca)))/(max(RI)+max(Ca)-min(RI)-min(Ca)),cos(2*pi*(RI-min(RI)+Ba-min(Ba)))/(max(RI)+max(Ba)-min(RI)-min(Ba)),cos(2*pi*(RI-min(RI)+Fe-min(Fe)))/(max(RI)+max(Fe)-min(RI)-min(Fe)),cos(2*pi*(Na-min(Na)+Mg-min(Mg)))/(max(Na)+max(Mg)-min(Na)-min(Mg)),cos(2*pi*(Na-min(Na)+Al-min(Al)))/(max(Na)+max(Al)-min(Na)-min(Al)),cos(2*pi*(Na-min(Na)+Si-min(Si)))/(max(Na)+max(Si)-min(Na)-min(Si)),cos(2*pi*(Na-min(Na)+K-min(K)))/(max(Na)+max(K)-min(Na)-min(K)),cos(2*pi*(Na-min(Na)+Ca-min(Ca)))/(max(Na)+max(Ca)-min(Na)-min(Ca)),cos(2*pi*(Na-min(Na)+Ba-min(Ba)))/(max(Na)+max(Ba)-min(Na)-min(Ba)),cos(2*pi*(Na-min(Na)+Fe-min(Fe)))/(max(Na)+max(Fe)-min(Na)-min(Fe)),cos(2*pi*(Mg-min(Mg)+Al-min(Al)))/(max(Mg)+max(Al)-min(Mg)-min(Al)),cos(2*pi*(Mg-min(Mg)+Si-min(Si)))/(max(Mg)+max(Si)-min(Mg)-min(Si)),cos(2*pi*(Mg-min(Mg)+K-min(K)))/(max(Mg)+max(K)-min(Mg)-min(K)),cos(2*pi*(Mg-min(Mg)+Ca-min(Ca)))/(max(Mg)+max(Ca)-min(Mg)-min(Ca)),cos(2*pi*(Mg-min(Mg)+Ba-min(Ba)))/(max(Mg)+max(Ba)-min(Mg)-min(Ba)),cos(2*pi*(Mg-min(Mg)+Fe-min(Fe)))/(max(Mg)+max(Fe)-min(Mg)-min(Fe)),cos(2*pi*(Al-min(Al)+Si-min(Si)))/(max(Al)+max(Si)-min(Al)-min(Si)),cos(2*pi*(Al-min(Al)+K-min(K)))/(max(Al)+max(K)-min(Al)-min(K)),cos(2*pi*(Al-min(Al)+Ca-min(Ca)))/(max(Al)+max(Ca)-min(Al)-min(Ca)),cos(2*pi*(Al-min(Al)+Ba-min(Ba)))/(max(Al)+max(Ba)-min(Al)-min(Ba)),cos(2*pi*(Al-min(Al)+Fe-min(Fe)))/(max(Al)+max(Fe)-min(Al)-min(Fe)),cos(2*pi*(Si-min(Si)+K-min(K)))/(max(Si)+max(K)-min(Si)-min(K)),cos(2*pi*(Si-min(Si)+Ca-min(Ca)))/(max(Si)+max(Ca)-min(Si)-min(Ca)),cos(2*pi*(Si-min(Si)+Ba-min(Ba)))/(max(Si)+max(Ba)-min(Si)-min(Ba)),cos(2*pi*(Si-min(Si)+Fe-min(Fe)))/(max(Si)+max(Fe)-min(Si)-min(Fe)),cos(2*pi*(K-min(K)+Ca-min(Ca)))/(max(K)+max(Ca)-min(K)-min(Ca)),cos(2*pi*(K-min(K)+Ba-min(Ba)))/(max(K)+max(Ba)-min(K)-min(Ba)),cos(2*pi*(K-min(K)+Fe-min(Fe)))/(max(K)+max(Fe)-min(K)-min(Fe)),cos(2*pi*(Ca-min(Ca)+Ba-min(Ba)))/(max(Ca)+max(Ba)-min(Ca)-min(Ba)),cos(2*pi*(Ca-min(Ca)+Fe-min(Fe)))/(max(Ca)+max(Fe)-min(Ca)-min(Fe)),cos(2*pi*(Ba-min(Ba)+Fe-min(Fe)))/(max(Ba)+max(Fe)-min(Ba)-min(Fe)),Type
1.51571,12.72,3.46,1.56,73.2,0.67,8.09,0.0,0.24,0.14977504167991100,-0.21612175955682000,-0.047545241556875,-0.14022557367862200,-0.07323410094337330,-0.047429241451863900,0.3150516515059900,0.06414255957979990,-0.08537311636401740,-0.006368206848814810,-0.05950764305480760,-0.041666158240979500,-0.033761358546379800,0.10183946208451800,0.017504641559260100,-0.016277043320040300,0.05825423709538600,0.0639763650400645,0.04780122147025640,-0.1267779006712870,-0.06180339887498970,-0.06082029454926390,0.09870238703696930,0.06476929509420320,-0.01970648326482770,-0.26828675495383600,0.0787278988897758,0.05813303889334680,-0.08805865631723330,-0.11203716954643000,-0.028388548856907100,-0.05146940962625160,0.125644036533038,-0.03852097735291130,0.07178500393744000,0.0171558796528179,1
1.51763,12.8,3.66,1.27,73.01,0.6,8.56,0.0,0.0,0.13289009251685100,-0.1110214509704120,0.3082158487066840,0.04802771786409790,-0.12585418357453700,0.060680826701048200,0.3149198044683580,1.8753918263093900,-0.011250739099129200,0.09645603613541110,-0.01023128437260140,-0.03746140545114420,0.017749396575240800,0.09232929106796120,0.1263724933611760,-0.0827823363309989,0.06317383446468660,-0.005868272853206560,0.016307533584580800,-0.07013439724855970,-0.10716535899579900,0.048329090983545400,-0.09302618684117450,0.055154849160757700,0.15599287756516900,0.26669750035335400,0.026165706551648100,-0.02944704609423790,0.03531622792856360,0.050575612827321000,-0.007385576521172820,-0.08643343956997300,-0.12038943368674800,0.04921258849235690,0.060740648263414800,0.27322404371584700,1
1.51589,12.88,3.43,1.4,73.28,0.69,8.05,0.0,0.24,0.0844376360912528,-0.20322386851617000,0.23236669551374900,-0.17561268038523800,-0.054594341032074500,-0.0656844511985253,0.315041238324845,0.062020981495662800,-0.0786630772032194,-0.006368206848814810,-0.059507643054807700,0.04166615824097960,0.007198922088702540,0.05997808696861960,-0.10761358139326700,-0.12579002092579600,0.08018007872893660,0.06812790910480490,0.06236436172427240,-0.11843286027042100,-0.09635073482034300,-0.09946727355776050,0.032804351844474000,-0.008971598680336630,0.12114988093959000,-0.15800678825066500,0.04537060076028840,0.05160928639987870,-0.11226140008327900,-0.040702109192285300,-0.021692666628443100,-0.039329546226995600,0.13464688280744300,-0.05240608392677270,0.05655936022614870,0.0171558796528179,1
1.51748,12.86,3.56,1.27,73.21,0.54,8.38,0.0,0.17,0.09816305079496270,-0.2026253881210520,0.3081909758441380,-0.14792482852049400,-0.15369205322269600,0.08927118569717130,0.31493175570705000,0.8381112598892940,-0.033045291982466700,0.0781453593078899,-0.0801867143452004,-0.03746140545114470,0.05033352556254240,0.06985174550292800,-0.04315879809705870,-0.12579002092579600,0.09599436681155810,0.07560906489485520,-0.06544437563464070,-0.12169849291731000,-0.02506664671286120,-0.0827433175279674,-0.10532003198667500,0.06476929509420350,0.15599287756516900,0.1580067882506650,0.07872789888977410,-0.035928193905405600,-0.09245908507141890,-0.14808953395516300,-0.05881123915310970,-0.10348110695818700,-0.0370074236852462,0.06837214351510820,0.06468222071174870,0.13162668691303700,1
1.51763,12.61,3.59,1.31,73.29,0.58,8.5,0.0,0.0,0.113330300632392,-0.18210903523438100,0.3050597180933700,-0.1772066542496770,-0.13733378131584600,0.08223726641409640,0.3149198044683580,1.8753918263093900,-0.0881765934226829,0.08205040510902060,-0.052034611408055900,-0.07531750864141750,0.05462702563441420,0.07438455381851090,0.10181126081304600,-0.10006665490594600,0.08967562462497550,0.04502370785997340,-0.03513618327731150,-0.11051412637460900,-0.1688655851004030,-0.11350737797956900,-0.0858829081077439,0.06043864892641480,0.15599287756516900,0.26669750035335400,0.07872789888977500,-0.05813303889334640,-0.11338453729308400,-0.16237556486325400,-0.03463672671140080,-0.09362250855169490,-0.1304027797684320,0.06504867379338740,0.08028634005909660,0.27322404371584700,1
1.51761,12.81,3.54,1.23,73.24,0.58,8.39,0.0,0.0,0.1282877915698510,-0.21221819041255500,0.2919928150443220,-0.16386185763263300,-0.1373442043247910,0.09068874609599060,0.3149214141293790,1.8754014120676700,-0.06543704016350210,0.10062015226313200,-0.0814715696676144,-0.041666158240979500,0.055633725509973,0.08941904898406770,0.12238920112344500,-0.1288460651057760,0.09735255210393340,0.06812790910480490,-0.06557377049180330,-0.12677790067128700,-0.19371663222572600,-0.0777011470974626,-0.10532003198667500,0.05791102321939510,0.1461912713660770,0.24993991556135800,0.08450692027335100,-0.04709738647773620,-0.10340880599611400,-0.14808953395515500,-0.057076202777173200,-0.09362250855169490,-0.1304027797684320,0.06963214673821940,0.0859434925579975,0.27322404371584700,1
1.51784,12.68,3.67,1.16,73.11,0.61,8.7,0.0,0.0,0.14434793027064700,-0.09849889784219100,0.22104048155371700,-0.06201726837824990,-0.119215938605358,-0.015479616526750100,0.31490260278680500,1.8752893878710100,-0.0654370401635025,0.0431824839315485,-4.00389959424923E-17,-0.07229988226191710,0.010762855518996800,0.09704658329542370,0.13282912238759100,-0.12579002092579600,0.09735255210393340,-0.017512272391189200,0.060968949894311400,-0.06305676362587890,-0.09635073482034300,0.05468259637930840,-0.10532003198667500,0.04562805939503920,0.107633192756083,0.18401803922814200,0.07149262705351450,-0.0553072770456009,-0.035316227928563400,-0.05057561282732080,0.042956312753176600,-0.08231979089484930,-0.11465970874639700,-0.009010297164938960,-0.011120961274560900,0.27322404371584700,1
1.52196,14.36,3.85,0.89,71.36,0.15,9.15,0.0,0.0,-0.09493709019635600,0.14211575844388500,-0.23733727163555500,-0.16502351626638600,0.08527860254444700,-0.011155043817184800,0.3144542765889760,1.872619542167440,-0.08905877031548260,0.01271128129455510,0.034757493188989300,0.014570864275716800,-0.03376135854637970,-0.06985174550292790,-0.09560713769953810,-0.1235138332850850,-0.08018007872893100,0.09345794392523370,-0.05933292147318150,0.07693524244665890,0.11755705045849500,0.06671796280278290,7.47857112343973E-17,-0.030478116790628100,-0.1272039299331680,-0.21747768665993200,-0.026165706551648200,-0.007660955596839240,-0.10869217329087500,-0.15565573098120400,0.04033866269467830,0.0627975696893668,0.08746804349590380,-0.013470978762453100,-0.016626558525796200,0.27322404371584700,1
1.51911,13.9,3.73,1.18,72.12,0.06,8.89,0.0,0.0,0.06554116845418470,-0.016747418777850900,0.24790325652985800,-0.07365517294470980,0.14603597205143600,-0.09086755260198810,0.31478689125546400,1.874600309391330,0.07262271044658430,0.09429781804140490,-0.08098895520934550,0.009745974616197990,-0.03931919046115380,0.0491585381736444,0.06728403269577030,-0.09467125031446920,0.0959943668115582,0.023242045529425600,0.024139314930142300,-0.016404873503181400,-0.02506664671286120,0.035075708782625600,0.10096141361944300,-0.042074821209196800,0.12114988093958900,0.20712721579994300,-0.057963345125207500,0.0076609555968411700,-0.04207137744967890,-0.06024951762433560,-0.05846285806213770,0.09933509464618070,0.13835959611432300,-0.06963214673821940,-0.0859434925579975,0.27322404371584700,1
1.51735,13.02,3.54,1.69,72.73,0.54,8.44,0.0,0.07,-0.04289419868706400,-0.21232208672366700,-0.2571455631802270,0.15906796517403300,-0.15372961447778200,0.0922604479718895,0.3149418871669080,1.6659000387320400,0.043245392648268400,-0.03733514733110400,0.020301215278759600,0.0374614054511439,-0.017749396575240800,-0.02537651909845400,-0.08902569689227440,0.12075019297250000,-0.09599436681156030,0.08189782056484710,-0.06236436172427230,-0.12677790067128700,-0.154102648555158,-0.048329090983554300,0.09870238703696930,-0.060438648926414800,-0.1272039299331680,-0.2640557125614750,-0.08201381550623500,0.05530727704560040,0.10014933486215600,0.16334316340888300,-0.056043401078087900,-0.10348110695818700,-0.11465970874639700,0.07174886617025680,0.07775569476875470,0.24722050613825700,1
1.5175,12.82,3.55,1.49,72.75,0.54,8.52,0.0,0.19,0.1232294662367060,-0.20784830614044800,0.08377794587463980,0.1678387138582530,-0.15368626546616100,0.07625891631981430,0.3149301783712370,0.6207909398278550,-0.057219388666848500,-0.025222098089741800,0.0801867143451991,-0.053230723633646200,0.02445601904451890,0.08615591076551190,-0.02617057466281050,-3.81788480336394E-16,-0.09891246069655800,0.07890915191607620,-0.04179829440974990,-0.12448383721140800,-0.01255810390586310,0.07235232573764920,-0.006665660247273190,-0.01780170989011080,0.04858757773191000,-0.20712721579994300,-0.08400632525948150,0.06004200799075130,0.10626016981579900,0.11203716954643200,-0.04033866269467840,-0.10348110695818700,-0.018650778804212,0.06069934762775090,-0.016626558525796000,0.1005804788755950,1
1.51966,14.77,3.75,0.29,72.02,0.03,9.0,0.0,0.0,0.14295507968509800,0.011842906571908300,0.3088891991035330,0.03495941313752050,0.15576819693833100,-0.08168379248885710,0.3147305596599570,1.8742648467996500,0.022324047321799800,0.09823358632136230,-2.00447624870252E-17,0.07035980190249000,-0.04425693525420980,0.09883501644169720,0.13527697781126200,-3.49979472566333E-16,0.09599436681155810,0.017512272391188900,-0.027919953545250700,-3.52728002455598E-16,-5.38968387752153E-16,0.02822813702212190,0.1042767782089900,-0.06476929509420330,0.15723270440251600,0.2688172043010750,0.005316724769632040,0.011453625585922300,0.028421701390273500,0.04070210919229030,-0.047673364429873300,0.10494521909494500,0.1461736980251030,-0.06504867379338750,-0.08028634005909660,0.27322404371584700,1
1.51736,12.78,3.62,1.29,72.79,0.59,8.7,0.0,0.0,0.14061280230956600,-0.155494065566579,0.3090958468408420,0.17718080004894300,-0.13200905329833400,-0.015203771631563100,0.31494111528380000,1.8755187352192900,-0.04324539264826950,0.0964560361354113,0.0801867143451991,-0.049566406667861300,-0.02445601904451820,0.09704658329542410,0.13282912238759200,-0.09467125031446920,-0.0801800787289312,0.02324204552942580,0.050525458542674600,-0.09541474180908540,-0.14579372548428300,0.11261233840119000,-0.08963141459681700,-0.008971598680336490,0.15723270440251600,0.2688172043010750,-0.07661533043742690,-1.3179602942096E-15,0.11338453729308400,0.16237556486325400,0.03756181436350540,-0.0902059749467965,-0.125644036533038,-0.009010297164938960,-0.011120961274560900,0.27322404371584700,1
1.51751,12.81,3.57,1.35,73.02,0.62,8.59,0.0,0.0,0.1283364397821730,-0.1965738707659190,0.28283009643118800,0.03731179968502210,-0.11247608897913100,0.04652490046178680,0.31492938783838700,1.8754488966287700,-0.052763487638462600,0.06464746346335590,-0.020301215278759700,-0.02402931527021370,0.003606577801798740,0.08941904898406770,0.12238920112344500,-0.08890222154918060,0.01857099252583150,0.03440416380230670,-0.008218572692740980,-0.11843286027042200,-0.1809654104932040,-0.014226246715582300,-0.045199500166143600,0.013413122017589300,0.14619127136607700,0.24993991556135800,0.04079201304840640,-0.04184273263622620,0.02842170139027360,0.0407021091922903,0.01104191600387280,-0.07788126361339870,-0.10847747431866200,0.038520977352911300,0.04754452484285680,0.27322404371584700,1
1.5172,13.38,3.5,1.15,72.85,0.5,8.43,0.0,0.0,-0.0834157052404347,-0.2214328158269910,0.20609078838840700,0.17045521970904000,-0.1603261438086580,0.09267346478438090,0.3149533162109340,1.8755913934602000,0.052763487638462300,-0.10121974933349600,-0.030050983892628000,0.04570647373969460,-0.03376135854637980,-0.059978086968619600,-0.08209291233135090,-0.0827823363309987,-0.0959943668115604,0.09345794392523370,-0.06557377049180330,-0.13089005235602100,-0.2,0.09182939777240820,-0.0676670902068672,0.04562805939503850,0.10022389775922800,0.17135053487868000,-0.08201381550623580,0.059204349702239900,0.11069521841470200,0.1585242489572250,-0.058927519151443700,-0.10683760683760700,-0.1488095238095240,0.07189072609633360,0.08873114463176570,0.27322404371584700,1
1.51764,12.98,3.54,1.21,73.0,0.65,8.53,0.0,0.0,-0.006109383561005380,-0.212206165926922,0.27691882849599900,0.058674664392697800,-0.08893555928288990,0.07274399242726540,0.314918997772965,1.875387022324610,0.022324047321799900,0.04885939899611710,-0.07590012129699970,0.06290956410380620,-0.0337613585463797,5.62337815935009E-17,7.69680250860767E-17,-0.12579002092579600,-0.012421529590116800,0.034404163802306100,-0.04179829440974990,-0.12677790067128700,-0.19371663222572600,0.08745893788601510,-0.09605382722569210,0.07101751620003420,0.13778406918928700,0.23556631183974800,0.04537060076028650,-0.015201093347484100,0.04207137744967900,0.06024951762433580,-1.58800349956439E-16,-0.0627975696893668,-0.08746804349590380,0.05816081914988860,0.07178500393744010,0.27322404371584700,1
