fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,cos(fixed_acidity+volatile_acidity),cos(fixed_acidity+citric_acid),cos(fixed_acidity+residual_sugar),cos(fixed_acidity+chlorides),cos(fixed_acidity+free_sulfur_dioxide),cos(fixed_acidity+total_sulfur_dioxide),cos(fixed_acidity+density),cos(fixed_acidity+pH),cos(fixed_acidity+sulphates),cos(fixed_acidity+alcohol),cos(volatile_acidity+citric_acid),cos(volatile_acidity+residual_sugar),cos(volatile_acidity+chlorides),cos(volatile_acidity+free_sulfur_dioxide),cos(volatile_acidity+total_sulfur_dioxide),cos(volatile_acidity+density),cos(volatile_acidity+pH),cos(volatile_acidity+sulphates),cos(volatile_acidity+alcohol),cos(citric_acid+residual_sugar),cos(citric_acid+chlorides),cos(citric_acid+free_sulfur_dioxide),cos(citric_acid+total_sulfur_dioxide),cos(citric_acid+density),cos(citric_acid+pH),cos(citric_acid+sulphates),cos(citric_acid+alcohol),cos(residual_sugar+chlorides),cos(residual_sugar+free_sulfur_dioxide),cos(residual_sugar+total_sulfur_dioxide),cos(residual_sugar+density),cos(residual_sugar+pH),cos(residual_sugar+sulphates),cos(residual_sugar+alcohol),cos(chlorides+free_sulfur_dioxide),cos(chlorides+total_sulfur_dioxide),cos(chlorides+density),cos(chlorides+pH),cos(chlorides+sulphates),cos(chlorides+alcohol),cos(free_sulfur_dioxide+total_sulfur_dioxide),cos(free_sulfur_dioxide+density),cos(free_sulfur_dioxide+pH),cos(free_sulfur_dioxide+sulphates),cos(free_sulfur_dioxide+alcohol),cos(total_sulfur_dioxide+density),cos(total_sulfur_dioxide+pH),cos(total_sulfur_dioxide+sulphates),cos(total_sulfur_dioxide+alcohol),cos(density+pH),cos(density+sulphates),cos(density+alcohol),cos(pH+sulphates),cos(pH+alcohol),cos(sulphates+alcohol)
6.7,0.58,0.08,1.8,0.097,15.0,65.0,0.9959,3.28,0.54,9.2,0.5429799039045207,0.879105224865808,-0.6020119026848236,0.8708759158939593,-0.9579148059017156,-0.8490398484873364,0.1574240513403414,-0.8497834172351859,0.576126448927319,-0.9816175436063848,0.7899922314973651,-0.7237378787025686,0.779455595918806,-0.9918238669092151,-0.9235935468482758,-0.005103651048827647,-0.7528549465672953,0.43568244627671204,-0.9375692870090642,-0.3043001710598334,0.984376353409469,-0.8092257615331789,-0.6267307195170749,0.47494041954172295,-0.9762437756724099,0.8138784566625339,-0.9895379644680314,-0.3204492160568299,-0.46067858741136253,-0.6774144574940792,-0.9408409737332892,0.3593870904325897,-0.695563326462902,0.004425697988050786,-0.819095812797918,-0.6398865315434283,0.45991220767778174,-0.9724194128957907,0.8038837320927981,-0.9918474977315109,-0.11038724383904756,-0.9588318314979599,0.8421405311104052,-0.9859273015453156,0.5956343152752086,-0.9997479133677621,0.6711492319649203,-0.907523934130378,0.36401277586657127,-0.4227602454256096,0.03488924470472055,-0.7171291268126005,-0.7785731816204325,0.9962723766550485,-0.9507275640659084
7.5,0.5,0.36,6.1,0.071,17.0,102.0,0.9978,3.35,0.8,10.5,-0.14550003380861354,-0.006018329693981597,0.511703992453149,0.2792199314450861,0.8064094939122546,-0.8979343145007,-0.600253775585883,-0.14506066678856186,-0.4313768449706208,0.6603167082440802,0.6524374681640519,0.9502325919585296,0.841360922253021,0.21943996321145934,-0.3877955281633778,0.07293151768405214,-0.7593990591375079,0.26749882862458735,0.004425697988050786,0.9844089648851007,0.9085484244590974,0.08115107024935747,-0.2553781077465442,0.2113894599240264,-0.8427593539586935,0.39933952940627304,-0.1351593510936451,0.993713825487398,-0.4456900004443332,0.2811061558726942,0.6861487404351423,-0.9996819412301848,0.8157251001253574,-0.627828035246386,-0.2062681929039341,0.03075639057320065,0.48117652369162667,-0.9612190526886408,0.6440618960171172,-0.41193290387442605,0.9284713207390763,0.6586629396681459,0.07029422866862556,0.49795620278841546,-0.7148869687796651,-0.7808584230055484,0.10644406501701699,-0.6428696168317901,0.8268371568000089,-0.35656532114776224,-0.22505908180456222,0.4813775959252821,-0.5332087560371543,0.28323631989098763,0.2997453432770149
5.6,0.615,0.0,1.6,0.089,16.0,59.0,0.9943,3.58,0.52,9.9,0.9976762824443667,0.7755658785102496,0.6083513145322552,0.8286048664159809,-0.9244717749141217,-0.19607204956188945,0.9519929316280294,-0.9701911580773572,0.9867147985168919,-0.9784534628188842,0.8167734469008229,-0.6005619034041975,0.7622592046778476,-0.6160825625568421,-0.9971692712389817,-0.03849416008357594,-0.49461255379746183,0.422132432588672,-0.4622884895183938,-0.029199522301288815,0.9960421135698875,-0.9576594803233847,-0.7710802229758452,0.5450898873219697,-0.9054288894796296,0.8678191796776499,-0.8891911526253609,-0.11792860635022245,0.31574375491924334,-0.6139513298226688,-0.853936491340637,0.4507550558910988,-0.5220081751547073,0.4833047587530059,-0.9282795914358443,-0.8246232738584276,0.4684153423128892,-0.8641148420488716,0.8202204753861273,-0.8450048772993062,0.9217512697247493,-0.2806388040650211,0.7448781864369335,-0.6880218249545579,0.7198162358201257,-0.9541349196403446,0.9684523011123113,-0.9855406753261989,0.9769682054316357,-0.13765053879850359,0.05646627709932765,-0.10110125668272117,-0.5748239465332692,0.6108762999832124,-0.5443166386804261
7.8,0.61,0.29,1.6,0.114,9.0,29.0,0.9974,3.26,1.56,9.1,-0.5278085365487928,-0.23383324016862364,-0.9996930420352065,-0.05998233944591745,-0.46067858741136253,0.6223054402265308,-0.8095694895807105,0.06438115334624869,-0.9979026414617453,-0.36976826386317313,0.6216099682706646,-0.5965565217341599,0.7491621830486261,-0.982895383053711,-0.23296961375827607,-0.036595499976172716,-0.7462355491298032,-0.5639850575694101,-0.9595992010174046,-0.31381055935888247,0.9194959563093155,-0.9909311911069861,-0.5270539605099801,0.2796181067408583,-0.917754505966276,-0.27559024682451294,-0.9993953076743254,-0.1427147215707254,-0.3853381907718297,0.685193835263987,-0.8555455550299313,0.14707555357186222,-0.9998305895825983,-0.29128928172134555,-0.9520959580710833,-0.6677114117968156,0.44340710322317245,-0.9731147533113671,-0.1030205670565187,-0.9778684451530707,0.9550736440472949,-0.8404831463109751,0.9534344706181513,-0.42193113603384647,0.7319914978089467,0.15168204918960765,0.6644240195775148,0.6555190911259673,0.920714766174998,-0.4394524152881928,-0.834157630317466,-0.7821907237063024,0.10740344820988025,0.9787810529105713,-0.32931147872543204
8.9,0.62,0.18,3.8,0.176,52.0,145.0,0.9986,3.16,0.88,9.2,-0.9954698062031188,-0.9411505223377324,0.9910848718142533,-0.9397910458958192,-0.3532630406868024,-0.9992765654578563,-0.8898308312602128,0.874510539164906,-0.9375692870090635,0.7319914978089467,0.6967067093471655,-0.2882406327528816,0.699570552412728,-0.7059200064560065,0.44758097317496875,-0.047785468529953946,-0.8030458656697306,0.0707372016677029,-0.92291109909712,-0.6686479373533513,0.9372984296888399,-0.33699296860162203,0.7858431886766009,0.3822188990551329,-0.9803817461388987,0.48887208186052755,-0.9989976346155036,-0.6716168968012574,0.7325963225609062,-0.41291382199956345,0.0861042676936654,0.7795716696040875,-0.03238331775972473,0.9074467814501962,-0.33322425404979866,0.7883105985840368,0.38591211869811687,-0.9811623336846402,0.4923575835133496,-0.9988105911286472,-0.6055518643146514,-0.9177275912659518,0.18112333874721173,-0.8642820066578782,-0.061018816232456675,0.08535441084825553,-0.8751041770263822,0.20264517806850985,-0.9658842510415449,-0.5259136679514729,-0.302966266609379,-0.7152447762895306,-0.6228567477870415,0.9787810529105713,-0.7929126513038623
8.9,0.62,0.19,3.9,0.17,51.0,148.0,0.9986,3.17,0.93,9.2,-0.9954698062031188,-0.944483286005189,0.9728325656974354,-0.9377236444023316,-0.9780851683128157,0.9839093876486817,-0.8898308312602128,0.8793167982904462,-0.9190148868875644,0.7319914978089467,0.6894984329517471,-0.19120434267030162,0.7038453156522362,0.21459659552548538,-0.5692974419851391,-0.047785468529953946,-0.7970466407920116,0.02079482780309243,-0.92291109909712,-0.5829778403072591,0.9358968236779348,0.602219822850402,-0.8601945498376621,0.3729592241634923,-0.9762437756724099,0.43568244627671204,-0.9993953076743254,-0.599109926407685,-0.07779276012199682,0.4504271376883899,0.1851367534321175,0.7061044345363726,0.11734006757595546,0.8609666164623064,0.6180649246952439,-0.8702211570206677,0.39144035237538266,-0.9803817461388988,0.4535961214255773,-0.9985000626257154,-0.47162571251991114,-0.16160934288713058,-0.7228178944006046,-0.09358407336573353,-0.872871608293454,-0.22510523853107128,0.9310367797899588,-0.29136271020677007,0.9927645961287486,-0.5173821346871424,-0.35021784999765326,-0.7152447762895306,-0.5748239465332692,0.9807811689476358,-0.7614676440560533
8.5,0.28,0.56,1.8,0.092,35.0,103.0,0.9969,3.3,0.75,10.5,-0.7992332368822151,-0.9342029948839243,-0.6408264175949933,-0.6728232142796924,0.8859318072699817,-0.02653608715787548,-0.997400332888299,0.7204324789908387,-0.9847651734673236,0.9887046181866692,0.6674628258413081,-0.48748210233435935,0.9316022505701886,-0.750167608929722,-0.9239336780310069,0.28968367637666703,-0.9054288894796296,0.5148188449699553,-0.21390845848207493,-0.7097925563621208,0.7948718343774324,-0.5382131153214869,-0.9936720819332278,0.013895879550804334,-0.7528549465672953,0.2578500325326696,0.06438115334625046,-0.31570890170172167,0.6223054402265308,-0.42897150607819284,-0.9411793516917248,0.37797774271298024,-0.8300535352352221,0.9647326178866098,-0.8605332174249223,-0.8361569590459628,0.46346037648089317,-0.9688115622124087,0.665972205669017,-0.3927079846451402,0.9736488930495181,-0.13103758428370055,0.824833798332418,-0.36935562345465606,0.05306853621402457,-0.9478604889069613,0.87071095327156,-0.9970028332646628,0.9200201319508784,-0.4036373560965047,-0.17519484762822338,0.4805885390807297,-0.6150023765255744,0.33081487794904696,0.2516896500717544
8.1,0.56,0.28,1.7,0.368,16.0,56.0,0.9968,3.11,1.28,9.3,-0.7215361100350928,-0.5020939611283953,-0.9304262721047539,-0.5761564718691176,0.5124668610443709,0.29805023367448796,-0.9466956367838335,0.2127863277561853,-0.9989976346155036,0.12094359992847413,0.6674628258413081,-0.6359228165940023,0.5994360254326734,-0.6584516211663125,0.9999357909077503,0.013995869825918954,-0.8636111153905661,-0.2659638756089804,-0.9067764503038198,-0.397878873789916,0.7972925783865465,-0.8408001438139214,0.9641253900438835,0.28977938717221896,-0.969305221502961,0.010796117058267392,-0.9879772279808662,-0.4769696597505712,0.4088927393988798,0.4072710623235205,-0.9026998998889586,0.09745608858848574,-0.9869722926960376,0.004425697988050786,-0.7899697099249288,0.9837239238299482,0.20454252339890636,-0.9439466824137013,-0.07712700183725449,-0.9705670470035346,-0.9672505882738824,-0.27823839594001304,0.9662757189135718,0.0012404049380560205,0.9860448308379632,0.9012579444897243,-0.836319906142834,0.7442853139968799,-0.7816772697734873,-0.5692464151815834,-0.6487979121128485,-0.6432797269651923,-0.3168333656023185,0.9877990072285869,-0.40371540379219634
7.4,0.59,0.08,4.4,0.086,6.0,29.0,0.9974,3.38,0.5,9.0,-0.13559934129353093,0.3653247419762019,0.7204324789908387,0.3597329188291156,0.6721930835534681,0.2683545138800968,-0.5170649442643988,-0.2139084584820732,-0.04600212563953695,-0.7699479605420718,0.7838216658808493,0.2740589195454275,0.7800816635664257,0.9533004424366933,-0.2523714050654583,-0.016602910326746108,-0.6760501726952921,0.462485366875301,-0.986381860569534,-0.23030294068205867,0.986253609833596,0.9794287841029711,-0.6926309232420664,0.47361985879911994,-0.9497352095434961,0.8364626499151869,-0.9411505223377324,-0.22446011637443183,-0.5609842574272288,-0.4016127130121261,0.6326815452779607,0.0739141653812273,0.18651236942257574,0.6721930835534681,0.9806218879578515,-0.6882907288291207,0.468326989132419,-0.9478397994763289,0.8331594697407324,-0.9431614957910763,-0.9036922050915067,0.7556078693872572,-0.9989976346155036,0.9765876257280235,-0.7596879128588212,0.15168204918960765,0.570178289621177,-0.3383192109710552,0.9550736440472949,-0.32875876281563493,0.07333044661927232,-0.8404831463109751,-0.7395415287592585,0.9826832076851203,-0.9971721561963784
7.9,0.32,0.51,1.8,0.341,17.0,56.0,0.9969,3.04,1.08,9.2,-0.35790038912391375,-0.5278085365487928,-0.9623648798313098,-0.3774289889700117,0.9730377990279994,0.48174891926894553,-0.8638778886608935,-0.05554568510372381,-0.9027062216819098,-0.17780907112311564,0.6748757600712672,-0.5220081751547073,0.789378719751495,0.04122871616914688,0.973969250582762,0.2511772711708198,-0.9762437756724099,0.16996714290024081,-0.9954698062031188,-0.6736996355945609,0.6592315356135099,0.22918508875589363,0.9992524951356117,0.06385285698194693,-0.917754505966276,-0.019202492901692646,-0.9595992010174046,-0.5398035102100573,0.9987723565872102,0.31405781205565797,-0.9411793516917248,0.12726495303305613,-0.9659793123979747,0.004425697988050786,0.0622002278528392,0.978514431926637,0.23079661944369062,-0.9714786795731045,0.1492367432008806,-0.9932538176365165,-0.7361927182273159,0.6579854786886209,0.3712475669649262,0.7182197374783368,0.4825270293251048,0.901214611688193,-0.7959261699984531,0.8621328156322481,-0.7155077216130871,-0.6252789923907414,-0.48477305208350896,-0.7164318280400378,-0.5583445343691101,0.9472121872244614,-0.6560509492182579
8.9,0.22,0.48,1.8,0.077,29.0,60.0,0.9968,3.39,0.53,9.4,-0.9539136059197589,-0.9989976346155036,-0.29128928172134383,-0.9014113890789752,0.9798897417736435,0.9769682054316357,-0.8906507123318705,0.962052107615774,-0.9999863651841218,0.8527565521308731,0.7648421872844885,-0.4342483461183005,0.9562187494047729,-0.5852028627605609,-0.8629386913423291,0.3466490996628162,-0.8922884481070682,0.7316888688738209,-0.9810046215940661,-0.6512296605275458,0.8488448545717019,-0.35707092286770054,-0.7040302807084627,0.09385797348967463,-0.7462355491298028,0.5318607213743555,-0.8981634281625466,-0.3014410774138667,0.8162385236075703,0.5132293253901121,-0.9411455562433727,0.4596588463465318,-0.6883440203992383,0.20300486381875216,-0.6947916796895341,-0.9261437148530771,0.47678740864181324,-0.9475205785083848,0.8213629292345646,-0.9986367391686336,0.5101770449416688,0.15108896431970503,0.5619347080791812,-0.3099402709445422,0.7642697192987803,-0.26119188604675714,0.8482379819281035,-0.6676567218317044,0.9596724424855533,-0.31986687813035525,0.04398213439059385,-0.5636304253703216,-0.7120327163983102,0.9750989841407335,-0.8750670286215942
