V1,V2,V3,V4,V1*V2,V1*V3,V1*V4,V2*V3,V2*V4,V3*V4
2.6881,6.0195,-0.46641,-0.69268,16.181017949999998,-1.253756721,-1.8619931079999998,-2.807554995,-4.169587259999999,0.32307287879999996
3.6289,0.81322,1.6277,0.77627,2.9510940580000002,5.90676053,2.817006203,1.323678194,0.6312782894000001,1.263534679
4.5679,3.1929,-2.1055,0.29653,14.584847909999999,-9.61771345,1.354519387,-6.72265095,0.946790637,-0.6243439150000001
3.4805,9.7008,-3.7541,-3.4379,33.7636344,-13.066145050000001,-11.96561095,-36.41777328,-33.35038032,12.906220390000001
4.1711,8.722,-3.0224,-0.59699,36.3803342,-12.60673264,-2.490104989,-26.3613728,-5.20694678,1.8043425760000003
-0.2062,9.2207,-3.7044,-6.8103,-1.9013083400000002,0.76384728,1.4042838599999998,-34.15716108,-62.79573321,25.22807532
-0.006892,9.2931,-0.41243,-1.9638,-0.0640480452,0.00284246756,0.0135345096,-3.8327532330000005,-18.24978978,0.8099300340000001
0.96441,5.8395,2.3235,0.066365,5.631672195,2.240806635,0.06400306965,13.568078250000001,0.38753841749999995,0.1541990775
2.8561,6.9176,-0.79372,0.48403,19.75735736,-2.266943692,1.382438083,-5.490637472,3.3483259280000004,-0.3841842916
-0.7869,9.5663,-3.7867,-7.5034,-7.52772147,2.97975423,5.904425460000001,-36.22470821,-71.77977542,28.41312478
2.0843,6.6258,0.48382,-2.2134,13.810154939999999,1.0084260259999998,-4.6133896199999995,3.2056945559999996,-14.66554572,-1.070887188
-0.7869,9.5663,-3.7867,-7.5034,-7.52772147,2.97975423,5.904425460000001,-36.22470821,-71.77977542,28.41312478
3.9102,6.065,-2.4534,-0.68234,23.715363000000004,-9.59328468,-2.668085868,-14.879871,-4.1383921,1.6740529559999997
1.6349,3.286,2.8753,0.087054,5.3722814,4.700827970000001,0.14232458460000003,9.4482358,0.286059444,0.2503063662
4.3239,-4.8835,3.4356,-0.5776,-21.11576565,14.85519084,-2.49748464,-16.7777526,2.8207096,-1.98440256
5.262,3.9834,-1.5572,1.0103,20.9606508,-8.193986399999998,5.316198599999999,-6.20295048,4.02442902,-1.57323916
3.1452,5.825,-0.51439,-1.4944,18.32079,-1.617859428,-4.7001868799999995,-2.9963217500000003,-8.70488,0.768704416
2.549,6.1499,-1.1605,-1.2371,15.6760951,-2.9581145,-3.1533679,-7.13695895,-7.60804129,1.4356545500000002
4.9264,5.496,-2.4774,-0.50648,27.075494400000004,-12.20466336,-2.495123072,-13.6157904,-2.7836140800000004,1.254753552
4.8265,0.80287,1.6371,1.1875,3.8750520550000003,7.9014631500000005,5.73146875,1.314378477,0.9534081249999999,1.94405625
2.5635,6.7769,-0.61979,0.38576,17.37258315,-1.5888316649999998,0.9888957599999999,-4.2002548509999995,2.614256944,-0.23909019039999999
5.807,5.0097,-2.2384,0.43878,29.0913279,-12.9983888,2.54799546,-11.213712479999998,2.198156166,-0.982165152
3.1377,-4.1096,4.5701,0.98963,-12.894691920000001,14.33960277,3.105162051,-18.781282960000002,-4.066983448,4.5227080630000005
-0.78289,11.3603,-0.37644,-7.0495,-8.893865267,0.29471111159999996,5.518983055,-4.276471332,-80.08443485000001,2.65371378
2.888,0.44696,4.5907,-0.24398,1.29082048,13.257941599999999,-0.70461424,2.051859272,-0.10904930080000001,-1.120038986
0.49665,5.527,1.7785,-0.47156,2.74498455,0.8832920249999999,-0.23420027399999999,9.8297695,-2.60631212,-0.83866946
4.2586,11.2962,-4.0943,-4.3457,48.10599732000001,-17.43598598,-18.506598020000002,-46.25003166,-49.08989634,17.79259951
1.7939,-1.1174,1.5454,-0.26079,-2.00450386,2.7722930600000004,-0.46783118100000004,-1.72682996,0.291406746,-0.40302486600000004
5.4021,3.1039,-1.1536,1.5651,16.76757819,-6.23186256,8.454826709999999,-3.5806590399999996,4.85791389,-1.8054993599999998
2.5367,2.599,2.0938,0.20085,6.592883300000001,5.31134246,0.509496195,5.4417862,0.52200915,0.42053973
4.6054,-4.0765,2.7587,0.31981,-18.7739131,12.704916980000002,1.472852974,-11.24584055,-1.303705465,0.882259847
2.4235,9.5332,-3.0789,-2.7746,23.103710200000005,-7.461714150000001,-6.724243100000001,-29.35176948,-26.450816720000002,8.542715939999999
1.0009,7.7846,-0.28219,-2.6608,7.79160614,-0.28244397099999996,-2.66319472,-2.196736274,-20.71326368,0.750851152
0.12326,8.9848,-0.9351,-2.4332,1.107466448,-0.115260426,-0.29991623199999995,-8.40168648,-21.861815359999998,2.27528532
3.9529,-2.3548,2.3792,0.48274,-9.30828892,9.40473968,1.908222946,-5.60254016,-1.136756152,1.148535008
4.1373,0.49248,1.093,1.8276,2.037537504,4.5220689,7.5613294799999995,0.53828064,0.9000564479999998,1.9975667999999998
4.7181,10.0153,-3.9486,-3.8582,47.25318693,-18.62988966,-18.20337342,-39.54641358,-38.64103046,15.23448852
4.1654,-3.4495,3.643,1.0879,-14.3685473,15.174552199999999,4.531538660000001,-12.566528499999999,-3.7527110500000003,3.9632197000000002
4.4069,10.9072,-4.5775,-4.4271,48.066939680000004,-20.17258475,-19.509786990000002,-49.927707999999996,-48.28726512,20.265050249999998
2.3066,3.5364,0.57551,0.41938,8.15706024,1.327471366,0.967341908,2.035233564,1.4830954319999998,0.24135738379999996
3.7935,7.9853,-2.5477,-1.872,30.292235549999997,-9.66469995,-7.101432,-20.344148809999997,-14.948481600000001,4.7692944
0.049175,6.1437,1.7828,-0.72113,0.3021164475,0.08766919000000001,-0.035461567750000006,10.952988359999999,-4.430406381,-1.285630564
0.24835,7.6439,0.9885,-0.87371,1.898362565,0.245493975,-0.21698587849999998,7.555995150000001,-6.6785518690000005,-0.863662335
1.1317,3.9647,3.3979,0.84351,4.48685099,3.8454034299999997,0.9546002669999999,13.47165413,3.344264097,2.8661626289999997
2.8033,9.0862,-3.3668,-1.0224,25.47134446,-9.438150440000001,-2.86609392,-30.59141816,-9.28973088,3.44221632
4.4682,2.2907,0.95766,0.83058,10.235305740000001,4.279016412,3.711197556,2.193711762,1.9026096060000002,0.7954132427999999
5.0185,8.5978,-2.9375,-1.281,43.1480593,-14.741843750000001,-6.4286985,-25.256037499999998,-11.013781799999999,3.7629374999999996
1.8664,7.7763,-0.23849,-2.9634,14.51368632,-0.44511773600000004,-5.53088976,-1.854569787,-23.04428742,0.706741266
3.245,6.63,-0.63435,0.86937,21.51435,-2.05846575,2.82110565,-4.2057405,5.7639230999999995,-0.5514848594999999
4.0296,2.6756,0.80685,0.71679,10.781597760000002,3.25128276,2.888376984,2.15880786,1.9178433240000003,0.5783420115
-1.1313,1.9037,7.5339,1.022,-2.15365581,-8.52310107,-1.1561886,14.34228543,1.9455814,7.6996458
0.87603,6.8141,0.84198,-0.17156,5.969356023,0.7375997393999999,-0.15029170679999998,5.737335917999999,-1.169026996,-0.1444500888
4.1197,-2.7956,2.0707,0.67412,-11.51703332,8.53066279,2.777172164,-5.7888489199999995,-1.8845698720000001,1.395900284
3.8027,0.81529,2.1041,1.0245,3.100303283,8.00126107,3.8958661500000002,1.7154516889999998,0.8352646049999999,2.15565045
1.4806,7.6377,-2.7876,-1.0341,11.30837862,-4.127320559999999,-1.5310884599999999,-21.290852519999998,-7.89814557,2.88265716
4.0632,3.584,0.72545,0.39481,14.562508800000002,2.9476484400000005,1.604191992,2.6000128,1.41499904,0.2864149145
4.3064,8.2068,-2.7824,-1.4336,35.34176352,-11.98212736,-6.17365504,-22.83460032,-11.76526848,3.98884864
2.4486,-6.3175,7.9632,0.20602,-15.469030499999999,19.498691519999998,0.504460572,-50.307516,-1.30153135,1.640578464
3.2718,1.7837,2.1161,0.61334,5.8359096599999996,6.923455979999999,2.006725812,3.77448757,1.094014558,1.297888774
-0.64472,-4.6062,8.347,-2.7099,2.969709264,-5.38147784,1.747126728,-38.4479514,12.482341380000001,-22.6195353
2.9543,1.076,0.64577,0.89394,3.1788268,1.9077983109999999,2.640966942,0.69484852,0.96187944,0.5772796337999999
2.1616,-6.8804,8.1517,-0.081048,-14.87267264,17.62071472,-0.17519335679999998,-56.08695668,0.5576426592,-0.6606789815999999
3.82,10.9279,-4.0112,-5.0284,41.744578,-15.322783999999999,-19.208488,-43.83399247999999,-54.94985236,20.16991808
-2.7419,11.4038,2.5394,-5.5793,-31.268079219999997,-6.96278086,15.297882669999998,28.95880972,-63.62522134,-14.16807442
3.3669,-5.1856,3.6935,-1.1427,-17.459396639999998,12.43564515,-3.8473566299999997,-19.153013599999998,5.92558512,-4.22056245
4.5597,-2.4211,2.6413,1.6168,-11.03948967,12.043535610000001,7.3721229600000004,-6.394851430000001,-3.91443448,4.27045384
5.1129,-0.49871,0.62863,1.1189,-2.549854359,3.214122327,5.72082381,-0.3135040673,-0.558006619,0.703374107
3.3397,-4.6145,3.9823,-0.23751,-15.411045649999998,13.29968731,-0.793212147,-18.37632335,1.095989895,-0.9458360729999999
4.2027,0.22761,0.96108,0.97282,0.956576547,4.039130916,4.088470614,0.2187514188,0.2214235602,0.9349578456000001
3.5438,1.2395,1.997,2.1547,4.392540100000001,7.076968600000001,7.635825860000001,2.4752815000000004,2.67075065,4.3029359000000005
2.3136,10.6651,-3.5288,-4.7672,24.67477536,-8.16423168,-11.02939392,-37.635004880000004,-50.84266472,16.822495359999998
-1.8584,7.886,-1.6643,-1.8384,-14.6553424,3.09293512,3.41648256,-13.1246698,-14.497622400000001,3.05964912
3.106,9.5414,-4.2536,-4.003,29.635588399999996,-13.211681599999999,-12.433318,-40.585299039999995,-38.1942242,17.027160799999997
2.9163,10.8306,-3.3437,-4.122,31.585278780000003,-9.75123231,-12.0209886,-36.21427722,-44.6437332,13.7827314
3.9922,-4.4676,3.7304,-0.1095,-17.83555272,14.89250288,-0.4371459,-16.66593504,0.4892022,-0.4084788
1.518,5.6946,0.094818,-0.026738,8.6444028,0.143933724,-0.040588284,0.5399505828000001,-0.15226221480000002,-0.0025352436840000003
3.2351,9.647,-3.2074,-2.5948,31.209009700000003,-10.37625974,-8.39443748,-30.9417878,-25.032035600000004,8.32256152
4.2188,6.8162,-1.2804,0.76076,28.75618456,-5.4017515199999995,3.2094942879999997,-8.72746248,5.185492312,-0.974077104
1.7819,6.9176,-1.2744,-1.5759,12.32647144,-2.27085336,-2.80809621,-8.81578944,-10.901445840000001,2.00832696
2.5331,2.9135,-0.822,-0.12243,7.38018685,-2.0822082,-0.310127433,-2.394897,-0.356699805,0.10063746
3.8969,7.4163,-1.8245,0.14007,28.90057947,-7.10989405,0.545838783,-13.53103935,1.038801141,-0.255557715
2.108,6.7955,-0.1708,0.4905,14.324914,-0.36004640000000004,1.033974,-1.1606714,3.33319275,-0.0837774
2.8969,0.70768,2.29,1.8663,2.050078192,6.633901,5.4064844700000005,1.6205872,1.320743184,4.273827
0.9297,-3.7971,4.6429,-0.2957,-3.53016387,4.31650413,-0.27491229,-17.62955559,1.12280247,-1.3729055300000002
3.4642,10.6878,-3.4071,-4.109,37.02467676,-11.802875819999999,-14.2343978,-36.414403379999996,-43.916170199999996,13.9997739
4.0713,10.4023,-4.1722,-4.7582,42.35088399,-16.98627786,-19.37205966,-43.40047606,-49.49622386000001,19.852162040000003
-1.4572,9.1214,1.7425,-5.1241,-13.29170408,-2.539171,7.4668385200000005,15.894039499999998,-46.73896574,-8.92874425
-1.5075,1.9224,7.1466,0.89136,-2.8980180000000004,-10.773499500000002,-1.3437252000000002,13.73862384,1.713550464,6.3701933760000005
-0.91718,9.9884,1.1804,-5.2263,-9.161160712000001,-1.082639272,4.793457834,11.79030736,-52.202374920000004,-6.16912452
2.994,7.2011,-1.2153,0.3211,21.560093400000003,-3.6386082000000006,0.9613734,-8.75149683,2.31227321,-0.39023283000000003
-2.343,12.9516,3.3285,-5.9426,-30.345598799999998,-7.7986755,13.923511799999998,43.1094006,-76.96617815999998,-19.779944099999998
3.7818,-2.8846,2.2558,-0.15734,-10.90898028,8.53098444,-0.595028412,-6.507080679999999,0.453862964,-0.35492757199999997
4.6689,1.3098,0.055404,1.909,6.11532522,0.2586757356,8.9129301,0.07256815920000001,2.5004082000000003,0.105766236
3.4663,1.1112,1.7425,1.3388,3.85175256,6.040027749999999,4.64068244,1.9362659999999998,1.4876745599999999,2.332859
3.2697,-4.3414,3.6884,-0.29829,-14.19507558,12.05996148,-0.9753188129999999,-16.012819760000003,1.294996206,-1.100212836
5.1302,8.6703,-2.8913,-1.5086,44.48037306,-14.832947260000003,-7.73941972,-25.06843839,-13.080014579999999,4.36181518
2.0139,6.1416,0.37929,0.56938,12.36856824,0.763852131,1.146674382,2.3294474640000002,3.496904208,0.2159601402
0.4339,5.5395,2.033,-0.40432,2.4035890500000003,0.8821187,-0.17543444800000002,11.261803500000001,-2.2397306400000003,-0.82198256
-1.0401,9.3987,0.85998,-5.3336,-9.77558787,-0.894465198,5.547477359999999,8.082694026,-50.12890632,-4.586789327999999
4.1605,11.2196,-3.6136,-4.0819,46.6791458,-15.0343828,-16.98274495,-40.54314656,-45.79728524,14.75035384
5.438,9.4669,-4.9417,-3.9202,51.4810022,-26.8729646,-21.3180476,-46.78257973,-37.112141380000004,19.37245234
5.032,8.2026,-2.6256,-1.0341,41.275483200000004,-13.2120192,-5.2035912,-21.53674656,-8.482308660000001,2.71513296
5.2418,10.5388,-4.1174,-4.2797,55.24228184,-21.58258732,-22.433331459999998,-43.39245512,-45.10290236,17.62123678
-0.2062,9.2207,-3.7044,-6.8103,-1.9013083400000002,0.76384728,1.4042838599999998,-34.15716108,-62.79573321,25.22807532
2.0911,0.94358,4.5512,1.234,1.9731201379999999,9.51701432,2.5804174,4.294421295999999,1.16437772,5.6161807999999995
1.7317,-0.34765,4.1905,-0.99138,-0.6020255050000001,7.256688850000001,-1.7167727460000002,-1.4568273250000001,0.34465325700000005,-4.15437789
4.1736,3.3336,-1.4244,0.60429,13.913112960000001,-5.944875840000001,2.522064744,-4.74837984,2.014461144,-0.8607506760000001
3.9232,-3.2467,3.4579,0.83705,-12.737453440000001,13.56603328,3.28391456,-11.22676393,-2.717650235,2.894435195
3.8481,10.1539,-3.8561,-4.2228,39.07322259,-14.83865841,-16.24975668,-39.15445379,-42.877888920000004,16.28353908
0.5195,-3.2633,3.0895,-0.9849,-1.6952843499999999,1.60499525,-0.51165555,-10.08196535,3.21402417,-3.04284855
3.8584,0.78425,1.1033,1.7008,3.0259502,4.25697272,6.562366720000001,0.865263025,1.3338524,1.87649264
1.7496,-0.1759,5.1827,1.2922,-0.30775464,9.06765192,2.26083312,-0.9116369299999999,-0.22729798,6.69708494
3.6277,0.9829,0.68861,0.63403,3.56566633,2.498070497,2.300070631,0.6768347690000001,0.623188087,0.4365993983
2.7391,7.4018,0.071684,-2.5302,20.27427038,0.1963496444,-6.93047082,0.5305906311999999,-18.72803436,-0.18137485679999998
4.5447,8.2274,-2.4166,-1.5875,37.391064779999994,-10.982722019999999,-7.214711249999999,-19.88233484,-13.0609975,3.8363524999999994
-1.7599,11.9211,2.6756,-3.3241,-20.979943889999998,-4.70878844,5.8500835900000006,31.89609516,-39.62692851,-8.89396196
5.0691,0.21313,0.20278,1.2095,1.0803772829999998,1.0279120979999998,6.13107645,0.0432185014,0.257780735,0.24526241
3.4591,11.112,-4.2039,-5.0931,38.4375192,-14.54171049,-17.61754221,-46.7137368,-56.594527199999995,21.41088309
1.9358,8.1654,-0.023425,-2.2586,15.80658132,-0.045346115,-4.37219788,-0.19127449500000002,-18.44237244,0.052907705
2.486,-0.99533,5.3404,-0.15475,-2.4743903800000004,13.2762344,-0.3847085,-5.315460332,0.1540273175,-0.8264269
2.4226,-4.5752,5.947,0.21507,-11.08387952,14.4072022,0.521028582,-27.208714399999998,-0.983988264,1.27902129
3.9479,-3.7723,2.883,0.019813,-14.89266317,11.381795700000001,0.07821974270000001,-10.8755409,-0.0747405799,0.057120879
2.2634,-4.4862,3.6558,-0.61251,-10.15406508,8.27453772,-1.386355134,-16.400649960000003,2.747842362,-2.239214058
1.3566,4.2358,2.1341,0.3211,5.7462862800000005,2.89512006,0.43560426,9.039620780000002,1.36011538,0.6852595100000001
5.0452,3.8964,-1.4304,0.86291,19.65811728,-7.21665408,4.353553532,-5.573410559999999,3.3622425239999996,-1.2343064639999999
3.5499,8.6165,-3.2794,-1.2009,30.58771335,-11.641542059999999,-4.26307491,-28.2569501,-10.347554850000002,3.93823146
0.17346,7.8695,0.26876,-3.7883,1.36504347,0.0466191096,-0.657118518,2.11500682,-29.812026850000002,-1.018143508
2.4008,9.3593,-3.3565,-3.3526,22.469807439999997,-8.0582852,-8.048922079999999,-31.41449045,-31.377989179999997,11.2530019
4.8851,1.5995,-0.000291,1.6401,7.81371745,-0.0014215641000000002,8.01205251,-0.00046545450000000003,2.6233399499999996,-0.00047726910000000003
4.1927,-3.2674,2.5839,0.21766,-13.69922798,10.83351753,0.912583082,-8.44263486,-0.7111822839999999,0.5624116739999999
1.1166,8.6496,-0.96252,-1.8112,9.65814336,-1.0747498320000002,-2.02238592,-8.325412992,-15.666155519999998,1.743316224
1.0235,6.901,-2.0062,-2.7125,7.0631735,-2.0533457000000004,-2.77624375,-13.844786200000001,-18.7189625,5.4418175
-1.803,11.8818,2.0458,-5.2728,-21.4228854,-3.6885774,9.5068584,24.307786439999997,-62.65035504,-10.78709424
0.11739,6.2761,-1.5495,-2.4746,0.7367513789999999,-0.181895805,-0.290493294,-9.72481695,-15.53083706,3.8343927000000004
0.5706,-0.0248,1.2421,-0.5621,-0.01415088,0.70874226,-0.32073426000000005,-0.030804079999999998,0.01394008,-0.6981844100000001
4.0552,-2.4583,2.2806,1.0323,-9.96889816,9.24828912,4.18618296,-5.606398980000001,-2.53770309,2.3542633800000003
-1.6952,1.0657,8.8294,0.94955,-1.8065746400000002,-14.96759888,-1.60967716,9.409491580000001,1.011935435,8.38395677
-1.1193,10.7271,2.0938,-5.6504,-12.006843029999999,-2.34359034,6.32449272,22.46040198,-60.61240584,-11.83080752
1.8799,2.4707,2.4931,0.37671,4.64466893,4.68677869,0.708177129,6.15970217,0.9307373969999999,0.939175701
3.583,-3.7971,3.4391,-0.12501,-13.6050093,12.3222953,-0.44791083000000004,-13.058606609999998,0.474675471,-0.429921891
0.19081,9.1297,-3.725,-5.8224,1.742038057,-0.7107672500000001,-1.110972144,-34.0081325,-53.15676528,21.68844
3.6582,5.6864,-1.7157,-0.23751,20.80198848,-6.2763737399999995,-0.868859082,-9.75615648,-1.350576864,0.407495907
-0.13144,-1.7775,8.3316,0.35214,0.23363460000000003,-1.095105504,-0.0462852816,-14.809419,-0.6259288500000001,2.933889624
2.3925,9.798,-3.0361,-2.8224,23.441715000000002,-7.26386925,-6.752592,-29.747707799999997,-27.6538752,8.56908864
1.6426,3.0149,0.22849,-0.147,4.95227474,0.375317674,-0.2414622,0.688874501,-0.4431903,-0.03358803
-0.11783,-1.5789,8.03,-0.028031,0.18604178700000001,-0.9461748999999999,0.00330289273,-12.678567,0.0442581459,-0.22508893
-0.69572,8.6165,1.8419,-4.3289,-5.994671380000001,-1.281446668,3.011702308,15.870731350000002,-37.299966850000004,-7.9734009100000005
2.9421,7.4101,-0.97709,-0.88406,21.80125521,-2.874696489,-2.600992926,-7.240334609,-6.5509730059999995,0.8638061854
-1.7559,11.9459,3.0946,-4.8978,-20.97580581,-5.43380814,8.60004702,36.96778214,-58.50862902,-15.156731879999999
-1.2537,10.8803,1.931,-4.3237,-13.64063211,-2.4208947000000003,5.42062269,21.009859300000002,-47.04315311,-8.3490647
3.2585,-4.4614,3.8024,-0.15087,-14.537471900000002,12.3901204,-0.491609895,-16.96402736,0.673091418,-0.573668088
1.8314,6.3672,-0.036278,0.049554,11.66089008,-0.06643952919999999,0.0907531956,-0.2309892816,0.3155202288,-0.001797720012
4.5645,-3.6275,2.8684,0.27714,-16.557723749999997,13.092811799999998,1.2650055299999998,-10.405121,-1.00532535,0.7949483759999999
2.7365,-5.0325,6.6608,-0.57889,-13.771436249999999,18.227279199999998,-1.584132485,-33.520476,2.913263925,-3.855870512
0.9297,-3.7971,4.6429,-0.2957,-3.53016387,4.31650413,-0.27491229,-17.62955559,1.12280247,-1.3729055300000002
3.9663,10.1684,-4.1131,-4.6056,40.33092492,-16.31378853,-18.26719128,-41.82364604,-46.83158304,18.943293360000002
1.4578,-0.08485,4.1785,0.59136,-0.12369432999999999,6.0914173,0.862084608,-0.3545457249999999,-0.050176896,2.47099776
4.8272,3.0687,0.68604,0.80731,14.813228640000002,3.3116522880000003,3.897046832,2.105250948,2.477392197,0.5538469523999999
-2.341,12.3784,0.70403,-7.5836,-28.9778344,-1.6481342300000001,17.7532076,8.714764952,-93.87283423999999,-5.339081908
-1.8584,7.886,-1.6643,-1.8384,-14.6553424,3.09293512,3.41648256,-13.1246698,-14.497622400000001,3.05964912
4.1454,7.257,-1.9153,-0.86078,30.083167800000002,-7.93968462,-3.5682774120000005,-13.899332099999999,-6.246680459999999,1.6486519339999999
1.9157,6.0816,0.23705,-2.0116,11.650521119999999,0.454116685,-3.85362212,1.44164328,-12.23374656,-0.47684978000000006
4.0215,-2.1914,2.4648,1.1409,-8.812715099999998,9.912193199999999,4.58812935,-5.401362719999999,-2.5001682599999997,2.81209032
5.8862,5.8747,-2.8167,-0.30087,34.57965914,-16.579659539999998,-1.770980994,-16.54726749,-1.767520989,0.847460529
-2.0897,10.8265,2.3603,-3.4198,-22.624137049999998,-4.93231891,7.1463560600000005,25.55378795,-37.024464699999996,-8.07175394
4.0026,-3.5943,3.5573,0.26809,-14.38654518,14.238448980000001,1.073057034,-12.786003390000001,-0.963595887,0.953676557
-0.78689,9.5663,-3.7867,-7.5034,-7.527625807,2.979716363,5.904350426,-36.22470821,-71.77977542,28.41312478
4.1757,10.2615,-3.8552,-4.3056,42.848945549999996,-16.09815864,-17.97889392,-39.5601348,-44.181914400000004,16.59894912
0.83292,7.5404,0.65005,-0.92544,6.280549968,0.541439646,-0.7708174848,4.90163702,-6.978187776,-0.601582272
4.8077,2.2327,-0.26334,1.5534,10.734151789999999,-1.266059718,7.468281179999999,-0.5879592180000001,3.4682761799999997,-0.409072356
5.3063,5.2684,-2.8904,-0.52716,27.95571092,-15.33732952,-2.797269108,-15.22778336,-2.7772897439999995,1.523703264
2.5605,9.2683,-3.5913,-1.356,23.73148215,-9.19552365,-3.4720380000000004,-33.28524579,-12.5678148,4.8698028
2.1059,7.6046,-0.47755,-1.8461,16.01452714,-1.005672545,-3.8877019900000005,-3.6315767299999995,-14.03885206,0.881605055
2.1721,-0.73874,5.4672,-0.72371,-1.6046171539999998,11.87530512,-1.5719704909999999,-4.038839328,0.5346335254,-3.956667312
4.2899,9.1814,-4.6067,-4.3263,39.38728786,-19.76228233,-18.55939437,-42.29595538,-39.72149082,19.92996621
3.5156,10.1891,-4.2759,-4.978,35.82079996,-15.03235404,-17.500656799999998,-43.56757269,-50.721339799999996,21.2854302
