V1,V2,V3,V4,cos(2*pi*(V1-min(V1)+V2-min(V2)))/(max(V1)+max(V2)-min(V1)-min(V2)),cos(2*pi*(V1-min(V1)+V3-min(V3)))/(max(V1)+max(V3)-min(V1)-min(V3)),cos(2*pi*(V1-min(V1)+V4-min(V4)))/(max(V1)+max(V4)-min(V1)-min(V4)),cos(2*pi*(V2-min(V2)+V3-min(V3)))/(max(V2)+max(V3)-min(V2)-min(V3)),cos(2*pi*(V2-min(V2)+V4-min(V4)))/(max(V2)+max(V4)-min(V2)-min(V4)),cos(2*pi*(V3-min(V3)+V4-min(V4)))/(max(V3)+max(V4)-min(V3)-min(V4)),Class
0.3292,-4.4552,4.5718,-0.9888,-0.009184004789811140,0.003514485864031440,0.03646513396134800,0.009001247462381710,0.019013933927106800,-0.02537204824832320,1
3.9362,10.1622,-3.8235,-4.0172,0.021093798265763100,-0.025130346602614900,-0.04014917760816000,-0.01604365299294220,-0.025917386252585200,0.02920656366779930,1
0.93584,8.8855,-1.6831,-1.6599,-0.0161122711779108,-0.023555465467481400,0.02683075386347440,-0.0014582110809628600,-0.02536675095211710,-0.029186532810452300,1
4.4338,9.887,-4.6795,-3.7483,0.01617540958604700,0.023425624169054200,-0.006491040715819330,-0.0020973273596614700,-0.02567660491189930,-0.024329496592948000,1
0.7057,-5.4981,8.3368,-2.8715,0.02438327896667640,-0.01854744409434530,-0.03577680221593470,0.01604365299294240,0.025298044094332700,-0.00896273019361681,1
1.1432,-3.7413,5.5777,-0.63578,0.00505640841106808,0.025695212315503700,0.03287220006897420,0.015868813796516300,0.02489792168139220,0.004793778239836450,1
-0.38214,8.3909,2.1624,-3.7405,0.011040672333169600,0.02094488889216630,-0.039390385519480500,-0.015226939809605400,0.026091464883581800,-0.0011383961032316500,1
6.5633,9.8187,-4.4113,-3.2258,0.008023831792328160,-0.02675999763532990,0.03614999821821340,-0.019585416075834700,0.02274967771752890,0.009520279048423730,1
4.8906,-3.3584,3.4202,1.0905,-0.01415295479723020,-0.01732054274432280,-0.0362381355023131,0.014510998197513200,0.02503124223412860,-0.016429805965652300,1
-0.24811,-0.17797,4.9068,0.15429,-0.018894969303600500,0.02687698349014380,-0.04020798377117350,0.004739500844804290,-0.0078139485435688,0.02314021524870650,1
1.4884,3.6274,3.308,0.48921,0.0223564585909674,0.019117423200815900,-0.03661189598981930,0.020013225544523800,-0.02451758899005850,-0.019806385930645700,1
4.2969,7.617,-2.3874,-0.96164,-0.0032258269250100600,0.0020821315530573500,0.035898361887191400,-0.004833573147053370,0.02622490119885040,-0.029104923945347100,1
-0.96511,9.4111,1.7305,-4.8629,-0.0017306765741277100,0.022438477259231500,0.003102548457597170,0.006092181520558030,0.018086166551157000,-0.008700118148199730,1
-1.6162,0.80908,8.1628,0.60817,0.024603897724819100,0.019045577893542500,-0.03496322525375190,0.01964414225846040,-0.0019055104876501500,-0.023065958035100800,1
2.4391,6.4417,-0.80743,-0.69139,-0.008199222117950560,0.026115675791932400,-0.021123528972307300,-0.006963948900764950,0.0238710600898274,-0.014955191093439,1
2.6881,6.0195,-0.46641,-0.69268,-0.02438327896667640,-0.025654250394760300,-0.034524198175557200,-0.015244086289255900,-0.01583410509127960,-0.01323585403233820,1
3.6289,0.81322,1.6277,0.77627,-0.001132665452706060,-0.02323008995398770,0.04020152992671540,-0.020024744899804300,0.022452898155178900,0.0021523669945572900,1
4.5679,3.1929,-2.1055,0.29653,-0.021879808847484400,0.006805201232748040,-0.03860182777088520,0.012113626672228500,0.009871728594530390,0.02886077829693100,1
3.4805,9.7008,-3.7541,-3.4379,0.024629682112481000,0.025396951967891700,-0.026992249793636800,0.020010992723554300,-0.022885337721160900,-0.0183046160374257,1
4.1711,8.722,-3.0224,-0.59699,-0.0063811562603217900,-0.026684864204021900,0.020600723506071400,0.001106645049219610,-0.025015296174668500,0.006392499369098550,1
-0.2062,9.2207,-3.7044,-6.8103,0.011827595365884800,-0.02343401497339040,-0.0359709857878763,-0.017813535056897000,-0.0030414050131488900,-0.012379100143104500,1
-0.006892,9.2931,-0.41243,-1.9638,0.019801767589927800,0.022667758156016600,-0.02938524890980110,0.018612514796962000,-0.01550090027242900,-0.028221642898881000,1
0.96441,5.8395,2.3235,0.066365,-0.01805263209844820,-0.020104439351764700,-0.02913090548438140,0.0034800149199634000,0.0037904477571257700,0.004724013054888440,1
2.8561,6.9176,-0.79372,0.48403,-0.020891295212460100,-0.02084203654737100,0.03643630326771020,0.008173908036350600,-0.0044871730723268,-0.028881439659194300,1
-0.7869,9.5663,-3.7867,-7.5034,-0.02041039599943370,0.0007793505071458510,-0.0124279897675789,0.01060201493449180,-0.019796659052139500,-0.02811020690802120,1
2.0843,6.6258,0.48382,-2.2134,-0.024325025721918200,0.021445591453290000,-0.03902860651742660,0.00977683317505203,-0.002710245740689950,0.023127866646554900,1
-0.7869,9.5663,-3.7867,-7.5034,-0.02041039599943370,0.0007793505071458510,-0.0124279897675789,0.01060201493449180,-0.019796659052139500,-0.02811020690802120,1
3.9102,6.065,-2.4534,-0.68234,0.006186585750908440,0.005882979725044540,0.016702070805862000,-0.009558670693350240,-0.007562089269680900,-0.009283777980566150,1
1.6349,3.286,2.8753,0.087054,-0.0021488507485564500,0.014220767615108700,-0.015333243601466900,0.0036904503679013600,-0.009080919979791940,0.008446228306198620,1
4.3239,-4.8835,3.4356,-0.5776,-0.0008666467423122620,0.022976637259801000,-0.02081950523208620,-0.015324561720277800,0.01692341265935650,-0.01036649044802320,1
5.262,3.9834,-1.5572,1.0103,0.02287128581322710,0.02639078608444020,0.026138594518387100,-0.019940553325659900,-0.010528171342087700,-0.006805793417831940,1
3.1452,5.825,-0.51439,-1.4944,0.005434506060431620,0.026078939104498300,0.0022478225739389700,-0.013690448830614600,-0.015324727760133100,0.013353618906479800,1
2.549,6.1499,-1.1605,-1.2371,-0.024539023196503300,-0.005601525968026590,0.03286054894248870,0.019098364411396200,0.002643960854045060,-0.02694861017572680,1
4.9264,5.496,-2.4774,-0.50648,0.0019174582585428400,0.004586571574440760,0.04013492996389390,0.017679492525887200,-0.009885639594478480,0.017243421706935900,1
4.8265,0.80287,1.6371,1.1875,-0.02315656796527110,0.007001762826485850,-0.031886419534830900,-0.020024478288962700,-0.010016864730869700,-0.0158325205296341,1
2.5635,6.7769,-0.61979,0.38576,0.013770370488131300,-0.0037008817580870200,-0.03898180494550460,0.004207264146079480,-0.026374932716587700,-0.02361854236329190,1
5.807,5.0097,-2.2384,0.43878,-0.016648667900341300,0.021494809824524400,0.02070696929307790,0.009702077584782730,0.0032861565899123500,0.028538998691632800,1
3.1377,-4.1096,4.5701,0.98963,0.013628856475001100,0.026281455237445500,-0.008123492226225870,-0.01987154495424860,0.007980898975976820,-0.02298676696405190,1
-0.78289,11.3603,-0.37644,-7.0495,-0.01923704307305820,0.013159600656418800,0.001998002691898590,0.019296310041803800,-0.01789041210760380,-0.024517170146588600,1
2.888,0.44696,4.5907,-0.24398,0.014460421437363700,0.009437487173506170,0.0039558667995029100,0.01642941334744570,-0.02620156522974950,0.012275853733257300,1
0.49665,5.527,1.7785,-0.47156,0.013049794321360800,-0.021479450064875200,-0.030102568013213400,-0.013214268140747800,-0.018948820475423900,0.018455988683171200,1
4.2586,11.2962,-4.0943,-4.3457,-0.016864255312149900,-0.026938487043342800,-0.04020969077769850,-0.0013954613995991300,-0.003619746667282820,-0.023017364854672900,1
1.7939,-1.1174,1.5454,-0.26079,-0.02460214611075050,-0.013361740122339900,0.028720975254452300,-0.019960024006825200,0.024833837056208400,0.02144443145930950,1
5.4021,3.1039,-1.1536,1.5651,-0.010657115257499300,-0.02389689774923180,-0.03762151938216900,0.01998908781810740,0.026460228211259300,0.0007712771102086460,1
2.5367,2.599,2.0938,0.20085,0.023472559611934200,0.026065510044046000,-0.018897234757168000,0.000251631814589433,0.019192928710210900,0.020149583495236200,1
4.6054,-4.0765,2.7587,0.31981,-0.01373184070906350,-0.009564354160564430,-0.04002699785057790,-0.0010815187940823600,-0.02435489410229430,0.024952537837026900,1
2.4235,9.5332,-3.0789,-2.7746,0.0033792197957007400,-0.012574382287945100,0.0027270229429912400,-0.019952755318465500,0.023238426022963200,0.029017753214015800,1
1.0009,7.7846,-0.28219,-2.6608,-0.019866769557633700,0.025805451819795200,0.03643309338277270,-0.018543020278322200,-0.024947867010852000,0.022674846320955200,1
0.12326,8.9848,-0.9351,-2.4332,0.02182693004654170,-0.026826071429651400,-0.007625407798546420,0.015517186499443800,0.018496051286547100,-0.028565736471336600,1
3.9529,-2.3548,2.3792,0.48274,-0.02106977172808980,-0.01440745847847480,0.039684820461949300,0.01732514248642820,-0.025172577942813000,-0.009686803456943060,1
4.1373,0.49248,1.093,1.8276,-0.023178150022737900,-0.025167059487866900,-0.037823023718539100,-0.01230509939552410,-0.016720016463838100,0.0008997855797442520,1
4.7181,10.0153,-3.9486,-3.8582,-0.023495943536327400,0.02204470552421020,-0.0382650067757642,0.014079340106835000,-0.026265683041315000,0.028794936341162400,1
4.1654,-3.4495,3.643,1.0879,-0.024166790988146700,0.017630274646546000,0.022312297191238800,-0.00033969559600404100,0.02566413248619740,-0.026811536293003100,1
4.4069,10.9072,-4.5775,-4.4271,0.016943078025895800,0.014792115414253200,-0.03637940481081700,-0.015340747489754300,0.008413326328982370,0.014033445773719100,1
2.3066,3.5364,0.57551,0.41938,-0.013434834961433500,0.006655883498768550,-0.016268751065067800,0.009524379135896530,-0.004488814666458760,0.013951208857015600,1
3.7935,7.9853,-2.5477,-1.872,-0.02046226064495690,-0.024105495737674300,-0.040107332165658800,-0.020020703135298500,-0.02430263150541260,-0.025122180726659700,1
0.049175,6.1437,1.7828,-0.72113,0.02460393698787320,0.014425359063249300,0.03503976713496470,0.019943975633433000,-0.0010207835060118900,0.023205143122182800,1
0.24835,7.6439,0.9885,-0.87371,-0.006508146059498540,-0.024747031119057500,0.03924593416046800,-0.007184059003906900,0.022248706775669700,0.027747466148881500,1
1.1317,3.9647,3.3979,0.84351,0.02093220980954030,0.01690145255617300,-0.03685871823901590,-0.017655803091728900,0.018206375471576500,0.02598483494756660,1
2.8033,9.0862,-3.3668,-1.0224,-0.006917705147977770,0.0024873398655676300,-0.027751256405708600,0.003579094291487270,-0.01989604150416370,-0.02750834283889940,1
4.4682,2.2907,0.95766,0.83058,-0.022013409677101800,0.0006878827010831750,0.030839657237948200,-0.007085306894200950,-0.024802811816916600,-0.02098585764668580,1
5.0185,8.5978,-2.9375,-1.281,-0.022388860807557100,-0.022697271635586900,-0.01888608065081010,-0.0038140407790270500,-0.01714039342987110,-0.021828450666110600,1
1.8664,7.7763,-0.23849,-2.9634,-0.023778751188260100,0.025949452881606400,-0.0401821882422922,-0.01641861622436820,0.01763074365708870,-0.019684508506329000,1
3.245,6.63,-0.63435,0.86937,-0.009040192324070510,0.025002219318846700,-0.011300468414602600,0.018847287327137800,0.011388050306104700,0.02650120306638250,1
4.0296,2.6756,0.80685,0.71679,-0.024433542198524200,0.013779059932365400,-0.020838960078009700,-0.0193429663956602,-0.00599560222916429,-0.018338960437501400,1
-1.1313,1.9037,7.5339,1.022,-0.020997243285329800,-0.0032455086463388200,-0.03993157358533060,-0.020020703135298500,0.000499661731899934,-0.022545647179915900,1
0.87603,6.8141,0.84198,-0.17156,-0.0246218252840354,0.025839658705876900,-0.01116458995793470,-0.004333876316190390,0.025828179511722900,-0.02921734035172280,1
4.1197,-2.7956,2.0707,0.67412,0.015786682657807300,-0.026784468136055600,-0.03002031379810810,-0.010117520520303100,0.008220378769459170,-0.025692082859928800,1
3.8027,0.81529,2.1041,1.0245,-0.02249674278202300,0.002537953024199550,-0.034934465643451900,0.01984383534841450,0.014050849069262800,0.028439620971016700,1
1.4806,7.6377,-2.7876,-1.0341,0.022516256818505600,0.026729526104313600,0.03914751327068880,0.016860100629629300,0.023612524592437000,0.029138639967292500,1
4.0632,3.584,0.72545,0.39481,-0.02395133600107370,0.020020645663957800,0.03837922829769810,-0.013583573759831000,-0.008209293247297320,0.028046917899665100,1
4.3064,8.2068,-2.7824,-1.4336,-0.01165068346476160,0.016151707896517600,-0.039141714599740900,-0.019918532074049400,0.021972152538140400,-0.021520403714159900,1
2.4486,-6.3175,7.9632,0.20602,0.023246588218588200,-0.0016933614397173600,0.001283477791059500,-0.00559880855230173,0.006621666957278910,0.0292230448881279,1
3.2718,1.7837,2.1161,0.61334,0.016943078025895300,-0.005700937218649460,-0.039739913151514600,0.019363963614275900,-0.0052386984577547700,-0.026917207762443800,1
-0.64472,-4.6062,8.347,-2.7099,-0.022653501785997800,0.026475379324394300,0.0036137264659964500,0.006187988240964950,0.02649529985561610,-0.02875951496250680,1
2.9543,1.076,0.64577,0.89394,0.01391122670863150,0.024275506909451500,-0.03725619715498640,0.0038720765547771700,-0.00679247978261063,-0.020539901421667900,1
2.1616,-6.8804,8.1517,-0.081048,0.020253064570479300,-0.016993718276646600,-0.01918613948841200,-0.009702077584782800,-0.016878756526163300,0.02417076911389260,1
3.82,10.9279,-4.0112,-5.0284,-0.022724659490886700,0.017578929172848100,-0.02964409834419570,0.019795610576085400,0.004836422229764370,0.00810203969818711,1
-2.7419,11.4038,2.5394,-5.5793,-0.02438106425727260,0.01898549999139310,-0.004814916913373450,0.02002247386393220,0.01614233387035040,0.00804908656136066,1
3.3669,-5.1856,3.6935,-1.1427,0.024629682112481000,-0.020627512937883100,0.015856387166612100,-0.018271276206913600,0.02648381159942430,-0.0219380330428837,1
4.5597,-2.4211,2.6413,1.6168,0.023604954387726200,-0.02651580669787360,0.004237413640432030,-0.003678083233136400,-0.02635836506683030,0.024440889462344700,1
5.1129,-0.49871,0.62863,1.1189,-0.022250625940741700,0.02442120547877840,0.01760256723682380,0.007474434848210560,0.024738141063525100,-0.025451009046292700,1
3.3397,-4.6145,3.9823,-0.23751,-0.023846191746070000,-0.01582421299999470,-0.014218351341400700,-0.017955013131935800,-0.026017473958513,-0.025694710014661500,1
4.2027,0.22761,0.96108,0.97282,0.0006949161889373370,-0.026934192587811600,0.003991071153957360,0.0002654707746867770,-0.026262744577320600,0.0033353084438575900,1
3.5438,1.2395,1.997,2.1547,-0.020066238509211900,0.01833727194750910,-0.009707775010744610,-0.005671249388017660,-0.005701552314198930,0.029117178267443700,1
2.3136,10.6651,-3.5288,-4.7672,0.006709452740601710,0.020451826714078800,0.026272775149668900,0.006723918551180590,0.005098202681960440,-0.028387902702636700,1
-1.8584,7.886,-1.6643,-1.8384,0.01356431629870240,0.009214898110362460,0.03154458515051130,-0.003863435056406710,-0.01801297177840000,-0.014338543441068400,1
3.106,9.5414,-4.2536,-4.003,-0.023958563015449400,0.011390523197887300,-0.014026702362241200,-0.011462810545726500,0.01685922621469500,-0.02581543221235800,1
2.9163,10.8306,-3.3437,-4.122,-0.022783984913232100,0.021897317518047400,-0.030100892205277000,-0.019190569883182200,0.02604300871570960,-0.01982123870246730,1
3.9922,-4.4676,3.7304,-0.1095,-0.01317428626669620,0.02560628308336460,-0.039640476627373700,-0.008753134206898210,-0.0009658560710624860,-0.028079796029689800,1
1.518,5.6946,0.094818,-0.026738,0.024260770641046300,0.02513759503338040,0.03505129624752220,0.011629137483484400,0.026448006598048900,0.023901995287079300,1
3.2351,9.647,-3.2074,-2.5948,-0.008009195204316750,-0.016649374105183500,0.004890171870199760,-0.02002418140169220,-0.01856751295738890,0.028637679400177400,1
4.2188,6.8162,-1.2804,0.76076,0.014505499380827400,-0.00280773318929142,-0.03640522016750780,-0.01656208221911410,0.021274963132741100,-0.011551375055080200,1
1.7819,6.9176,-1.2744,-1.5759,-0.024530631604704500,0.01383000779809020,0.011535497295820800,-0.005900108726672150,-0.013780070796681200,0.029082610869577800,1
2.5331,2.9135,-0.822,-0.12243,-0.0018248524214826000,0.02615040788467330,0.04021707276352440,0.011698886543873700,0.020171998340291000,0.022507024860281800,1
3.8969,7.4163,-1.8245,0.14007,0.017043939705266500,-0.02187751853706000,-0.028029803708680100,-0.011668231527539500,0.019056826217241700,0.017200386791991600,1
2.108,6.7955,-0.1708,0.4905,-0.0048137652905262600,-0.0026054231774229500,0.015086684367207900,-0.008079614786558450,-0.02070959149001150,0.016581381218044300,1
2.8969,0.70768,2.29,1.8663,-0.02157194874256500,-0.026847138598660500,-0.024349191516493500,0.01875946504208690,0.02097512542729570,0.02917922640728570,1
0.9297,-3.7971,4.6429,-0.2957,0.023322417634866100,0.02189731751804740,0.00646610113086501,0.016562082219114100,0.003570239154909900,0.01219579300526620,1
3.4642,10.6878,-3.4071,-4.109,0.024114319863831900,-0.02026289575618030,0.03788278519295650,-0.010719172544552000,0.021456380055966600,-0.01214569867198680,1
4.0713,10.4023,-4.1722,-4.7582,-0.005946549102083760,0.003833432777936540,0.03303444242125920,-0.004894598609507060,0.025885466802613800,0.024061594141697000,1
-1.4572,9.1214,1.7425,-5.1241,-0.024429565654020000,-0.02039650004453780,0.04015353354202260,0.01773238522048290,-0.011075744039268400,-0.02794879343628720,1
-1.5075,1.9224,7.1466,0.89136,0.0030723067041976900,0.0264012040726277,0.039688913004673800,0.013872097739767400,0.01752351475849100,0.020309989033426600,1
-0.91718,9.9884,1.1804,-5.2263,0.018624085806294700,-0.022640361766564700,-0.037993483474157700,0.0027592162049222700,0.02295230124022020,0.006984269023480700,1
2.994,7.2011,-1.2153,0.3211,0.024584066608232900,0.021110397008022500,0.03332008680013360,0.01922964155049530,0.014693218849720000,0.02718430227003380,1
-2.343,12.9516,3.3285,-5.9426,-0.021865563876162900,-0.010507933474591200,-0.013551949399992100,-0.010655331512917200,-0.01281478952695330,0.005441106666706730,1
3.7818,-2.8846,2.2558,-0.15734,-0.005766125892429480,-0.017935997576351400,0.008832422022514840,-0.018140307294321700,-0.004862622707358310,0.026660109018089800,1
4.6689,1.3098,0.055404,1.909,0.006709452740601250,0.025514212834707800,0.019772425361270800,-0.017808014443397300,-0.025672457571198200,0.008805957517079480,1
3.4663,1.1112,1.7425,1.3388,-0.01924574281434570,-0.026242934568724400,-0.03184016306988440,0.01710014882843640,0.0035372270884319700,0.025215571124663100,1
3.2697,-4.3414,3.6884,-0.29829,-0.0010058571718909800,-0.006097757880627240,-0.037232357458674200,-0.01664647571874370,-0.011043955231078200,0.00467960260946749,1
5.1302,8.6703,-2.8913,-1.5086,-0.018407631684614900,-0.024606925639315900,0.009536024891747990,0.010537896965119000,-0.026358365066830200,-0.026782191074658600,1
2.0139,6.1416,0.37929,0.56938,0.02421934324495490,-0.004821828952725710,0.01857749549635980,-0.01754236465597900,0.025966062287633700,0.00601201205917808,1
0.4339,5.5395,2.033,-0.40432,0.0059165017663027200,0.007540221282579000,-0.029338278376699700,-0.01355118500516290,-0.02552452915949680,-0.02844301140298240,1
-1.0401,9.3987,0.85998,-5.3336,0.01134952952421900,0.016113687986872600,0.008378232429824110,-0.008284024244740710,-0.020038469897392500,-0.018728084089474100,1
4.1605,11.2196,-3.6136,-4.0819,0.008301318525287080,0.019081534446064300,-0.019618200835422600,-0.010171759770689300,-0.025634675624096800,0.01880130920109410,1
5.438,9.4669,-4.9417,-3.9202,-0.004601052640364330,0.012167859150436600,0.0312921888072524,-0.017274450157596500,0.017902699937464900,0.028791773029575900,1
5.032,8.2026,-2.6256,-1.0341,0.023439432973242700,-0.002605423177422950,-0.03419857372113080,-0.013128975760929900,-0.026455025012853800,0.013335644677685800,1
5.2418,10.5388,-4.1174,-4.2797,-0.020305797218905100,-0.02578120994124450,-0.03805766814590530,-0.019876169851562100,-0.023198235919802600,-0.02698404470946600,1
-0.2062,9.2207,-3.7044,-6.8103,0.011827595365884800,-0.02343401497339040,-0.0359709857878763,-0.017813535056897000,-0.0030414050131488900,-0.012379100143104500,1
2.0911,0.94358,4.5512,1.234,0.014465433755565,0.02650648531656550,0.03466851137028260,-0.018883987644421400,-0.0265087915731412,-0.021370650393142400,1
1.7317,-0.34765,4.1905,-0.99138,0.007723156882978390,-6.77789742558881E-05,-0.019512227357125000,0.01635062257441540,0.026345124832456100,0.02858813017131560,1
4.1736,3.3336,-1.4244,0.60429,-0.010824279793986700,0.023841691691416200,-0.027195803418529,0.01963134200138200,-0.0015298706046056900,0.029114091938367000,1
3.9232,-3.2467,3.4579,0.83705,-0.024602146110750500,-0.0068215962959786900,-0.023751739381745000,-0.0025596896025210600,0.022528723136519200,0.020109632992132700,1
3.8481,10.1539,-3.8561,-4.2228,0.010095578244083700,-0.0115132521302985,0.008625217395266850,-0.012471169975852300,-0.00039973790734549,0.0009915668320215630,1
0.5195,-3.2633,3.0895,-0.9849,0.022197862218065400,0.024896078531096900,0.028456155734411500,0.015054021907565400,0.023762079470355100,0.0271025279668967,1
3.8584,0.78425,1.1033,1.7008,-0.023776726534175900,-0.006690360928328810,0.023741542166627000,0.018914346831686200,0.009190997171963520,-0.01885749967774050,1
1.7496,-0.1759,5.1827,1.2922,-0.01887309976184360,-0.0017779095681648400,-0.02714177109979210,0.018327476213017800,-0.024497905679938200,-0.01062360734083970,1
3.6277,0.9829,0.68861,0.63403,-0.022006456103816600,-0.01659466573415170,0.024052510969479800,-0.0024211148248917500,0.024537809678963000,0.01613390560933110,1
2.7391,7.4018,0.071684,-2.5302,0.023704386681905500,0.017322620743373100,0.012235571021045700,-0.019603984777988600,0.009308069014925480,-0.020770432143240100,1
4.5447,8.2274,-2.4166,-1.5875,-0.02102149415210670,-0.02595820067985520,-0.03843991115072560,0.013707885064513300,0.0257255818721291,0.01411393031772660,1
-1.7599,11.9211,2.6756,-3.3241,0.02436529183366250,0.0010333773983585300,-0.040186315207004000,-0.011161743621637100,0.02309267112833060,0.01147372073944040,1
5.0691,0.21313,0.20278,1.2095,0.020161869421316000,-0.021809943773277400,0.027327707930694100,-0.019780373029529200,-0.0010107970191594800,0.0006280644949858910,1
3.4591,11.112,-4.2039,-5.0931,-0.018611921556339900,-0.02334969116579330,0.038711278865909700,0.019603574167564400,-0.014232588207301900,-0.028431113455947100,1
1.9358,8.1654,-0.023425,-2.2586,0.021314420483936100,0.001596110482400580,-0.004413274739631520,0.006047218985479970,0.003636246322057290,-0.02766761588941940,1
2.486,-0.99533,5.3404,-0.15475,-0.008471605880226890,0.015214514424239700,0.0354301624603376,-0.01651028193273760,0.012592578135463600,0.029000854309451700,1
2.4226,-4.5752,5.947,0.21507,-0.012858885385124600,-0.008687433655461580,0.005549133539891000,-0.018172149267316700,0.02572437526048840,0.02922259113082300,1
3.9479,-3.7723,2.883,0.019813,0.024594490942372700,0.014578935617852600,-0.03757550200346530,0.009658020887752900,-0.02406997911395300,-0.002364224532138160,1
2.2634,-4.4862,3.6558,-0.61251,-0.02059914262000420,0.00044054420088832100,0.0022251151243265900,0.0026594865011928600,0.0045429772925324100,0.021002470312003100,1
1.3566,4.2358,2.1341,0.3211,-0.020599142620003600,0.011313671272355300,-0.004538837740139770,-0.018070432516689900,0.01911808703521580,-0.007180273454086040,1
5.0452,3.8964,-1.4304,0.86291,0.001052253720501770,0.02525727572378370,-0.04021581275070870,-0.01977426057513220,0.023181287778484800,-0.003081566186669960,1
3.5499,8.6165,-3.2794,-1.2009,0.024471184523211100,-0.02194666361977420,0.03732810508839030,-0.015922378240248000,-0.00217952248778334,-0.017769920309565300,1
0.17346,7.8695,0.26876,-3.7883,0.015482849644626000,0.003450634921196660,0.03974068964199380,0.006491126735654970,-0.021688697363503700,-0.011568243681591100,1
2.4008,9.3593,-3.3565,-3.3526,-0.02192939400924300,-0.018767672317243200,-0.02592671865333020,0.018524440344955800,-0.012478101397719000,0.020642878546315800,1
4.8851,1.5995,-0.000291,1.6401,-0.00758338222276444,0.006211756045885930,0.03008412759116930,-0.010898275193498200,-0.02459228298696730,-0.028844270229040800,1
